username,created_at,full_text
meowlcat,Wed May 15 01:53:19 +0000 2024,@chocolatyaa miris bgt sementara rumah ikn semewah itu
ardianroe,Wed May 15 01:47:54 +0000 2024,@fellexandro #kemanapajakkita buat project2 mercusuar ky IKN rmh2 mewah pejabat dikorupsi dll
AmberGoldwire8,Wed May 15 01:40:55 +0000 2024,Sebuah langkah besar menuju masa depan yang lebih berkesinambungan dan inklusif. Dukungan terhadap pembangunan Ibu Kota Negara (IKN) yang baru adalah bukti komitmen kita untuk membangun fondasi yang kuat bagi generasi mendatang. #IbuKotaNegaraBaru #TransformasiNegara https://t.co/gAsdz8D0eZ
kelumajangcom,Wed May 15 01:40:46 +0000 2024,Prabowo Tegaskan Komitmen Sejahtera Masyarakat Adat di IKN https://t.co/8YH7ArG4kV
JL_Apatheia,Wed May 15 01:39:13 +0000 2024,@fellexandro IKN lebih penting broohhhh
tobetruepjm,Wed May 15 01:32:21 +0000 2024,Urusan per IKN an ini kapan selesai bikin w trauma
alvinxal,Wed May 15 01:31:11 +0000 2024,@fellexandro transum harusnya lebih penting sih drpd rumah menteri di ikn
r11595,Wed May 15 01:30:57 +0000 2024,@abu_waras Utang IKN utang kereta api cepat utang bayar penghasilan pejabat korup dan masih banyak lagi
CVNKJL,Wed May 15 01:30:22 +0000 2024,@adakamiofficial Saya ga butuh banyak Min Cuman 100 aja. Utk biasa investasi di IKN. 
AriYudoyono,Wed May 15 01:26:49 +0000 2024,@WagimanDeep212_ @islah_bahrawi Usul doang supaya baiknya mutasi ke IKN saja bgmn...?
bokulos_,Wed May 15 01:25:11 +0000 2024,@ebe_ganzo @prabowo Iya memang tdk mungkinlah Tp penguasa sedikit² udah mau jual tanah di IKN ke investor. IKN cuma bikin subur oligarki dan asing pribumi tetep gk dpt apa apa https://t.co/pVZJYghEb0
noe_vina,Wed May 15 01:22:00 +0000 2024,@DokterTifa Sepertinya dokter ini minta di IKN ya...sy doakan si ibu dokter ini bisa ditugaskan di IKN dan melayani dg baik masyarakat disana...
yudhistian_hadi,Wed May 15 01:20:42 +0000 2024,@CNNIndonesia Jadi lagi dipertimbangkan untuk menyesuaikan prinsip2 partai biar pas. Kok cepat benar ya .. Yg namanya politisi cepat lupa .. Waktu kampanye TOLAK TEGAS IKN menghamburkan uang negara. Dgn uang segitu kita bisa bangun 40 kota besar. Skrg masih pertimbangkan. Kalian ini .....
inspire_man48,Wed May 15 01:19:47 +0000 2024,@fellexandro @hrdbacot yang terbaru sih rumah dinas menteri di IKN Rp 4M itu
AWahyu05,Wed May 15 01:18:50 +0000 2024,@Shanty1BM Diganti namanya jadi ibu kota Jokowi (IkJ) bukan lagi ikn....
svtnntr,Wed May 15 01:03:45 +0000 2024,Pajak kita dibikin jadi rumah menteri di IKN @KemenPU
felisa_r14,Wed May 15 01:02:37 +0000 2024,Pembangunan IKN Nusantara terus dikebut untuk persiapan upacara 17 Agustus #IKNNusantara https://t.co/jABHGhTCA3
T4atak,Wed May 15 01:02:37 +0000 2024,IKN Nusantara 🇲🇨
Satritadi,Wed May 15 01:01:21 +0000 2024,@BungRayHasbi @KompasTV Pantes mereka ogah2an pindah ke IKN karena di sana blm tentu ada seperti yg di jakarta
Bebywoon,Wed May 15 00:57:31 +0000 2024,IKN menjadi yang pertama miliki tol bawah laut di Indonesia https://t.co/edk3orvdIJ
NasiGandul1,Wed May 15 00:57:15 +0000 2024,@DokterTifa Sudah dibicarakan di Bocor Alus bahwa Prabowo ingin tetap di Jakarta dan Bocil nya di IKN kok. Ambyar...
DidingNurislam,Wed May 15 00:52:27 +0000 2024,@GeiszChalifah Semoga Pak @aniesbaswedan kembali memimpin Jakarte. IKN Ibu kota ngibul ?
casandracabilu1,Wed May 15 00:50:53 +0000 2024,Tol Akses IKN Nusantara Ditargetkan Fungsional Agustus 2024 https://t.co/EehBFw9N6w
AdiwarnaB35942,Wed May 15 00:50:35 +0000 2024,@AraituLaki Sedang berdoa ke monas atau burung garuda di ikn simbol nkri
Maju_Mundur01,Wed May 15 00:44:28 +0000 2024,@xix0_3 Soal jaringan pasti Luas Dari JKT IKN Medan meMka OSLO China dan bahasa insyarat bahasa hyperbola pokoknya paket komplit nyelekit.
Dhea0529,Wed May 15 00:43:48 +0000 2024,@liveriee1 @MR_Allnotfine @officialinews_ @kegblgnunfaedh Terus gimana??nyalahin siapa? Ketika masih ada rakyatnya yg meninggal karena kelaparan pemerintah bikin ikn yg dananya triliunan bahkan flexing rumah menteri yg 1 rumahnya saja butuh dana milyaran. Pemerintah yg tidak becus wajib dibully agar sadar kerjaan utamanya.
DinoRental,Wed May 15 00:39:31 +0000 2024,@DokterTifa Semoga Hukum di Indonesia Tegas tdk Pandang bulu klw IKN mangkrak Juga Siapa yg harus di Penjara Tau lah kita Sama² hrs Tegas!!
Babahireng2,Wed May 15 00:37:20 +0000 2024,@aiiptu IKN Nusantara🇮🇩
PrayugoSurip,Wed May 15 00:35:57 +0000 2024,@DokterTifa Dengan fertility rate Indonesia yg saat ini di angka 2 18 maka pertambahan jumlah penduduk Indonesia tidak spt dulu. Sekarang jumlah penduduk Indonesia relatif stabil. Bahkan kalau di Jepang Korea dan China jumlah penduduknya semakin berkurang. Lalu siapa yg mau pindah ke IKN?
BrokerTuyul,Wed May 15 00:30:32 +0000 2024,@DokterTifa Gw yakin IKN berujung kek gini
SilvaAngreini,Wed May 15 00:30:24 +0000 2024,Tol Akses IKN Ditargetkan Fungsional Agustus 2024 https://t.co/BAoprC9Shb
oreo_biskuitz,Wed May 15 00:26:36 +0000 2024,@DokterTifa Betul bu dok sdh saya duga IKN jg akan jd candi
TheCurut007,Wed May 15 00:21:38 +0000 2024,@Ali_van_Jibril Mana buktinya ? IKN dan food estate piye ? 
comEN5jvr4zfL34,Wed May 15 00:17:16 +0000 2024,@MichelAdam7__ Jakarta negri lain ikn negeri lain. Gito kale.
Frolo2022,Wed May 15 00:11:24 +0000 2024,@ImaIsBack yang komen sembah sembah jkw ke IKN ya! Kalian bikin kerajaan di sana ya nga usah balik lagi
sukmaprila,Wed May 15 00:08:56 +0000 2024,Ini lhoooh maksud w investasi sekali aja ke sini gak infrastruktur yg gak tepat guna bahkan IKN. Tapi ya emang yg disuruh nanggung kita2 yg gak kuat pindah ke IKN sih kok masih berharap hahahahaha
nurifadhilah9,Wed May 15 00:03:08 +0000 2024,@quintta1217 400 T utk makan siang blm lg anggaran utk IKN yg blm beres emang pemerintah punya uang KPK sekarang malah melindungi pejabat koruptor contoh Firli Bahuri smpe sekarang blm di jeblosin ke penjara
theakiira,Tue May 14 23:59:50 +0000 2024,@Syarman59 kalau babyak masalah di Pajak dan bea cukai jangan naikkan PPN motor yg nyangkut hajat hidup ornag banyak dulu pak @luhut_binsar @jokowi nunggu IKN jadi dulu jangan IKN dibebani ke motoris https://t.co/jlscQxKT3B
ray_almedany,Tue May 14 23:59:31 +0000 2024,@democrazymedia IKN sudah disiapkan buat warga SI JIN PINK 
AnifPrase,Tue May 14 23:59:29 +0000 2024,@AHYS14P Rempang sidakkan mas AHY IKN sidakkan juga Banyak mavia tanya yg menggunakan status PSN untuk mengusi pemiliknya sendiri....
spaidermeng,Tue May 14 23:57:52 +0000 2024,@ramdisaagasi @rayestu makanya ngebet banget bikin ikn di kalimantan. persiapan buat ini kayaknya
Faizaljam,Tue May 14 23:57:06 +0000 2024,@del_paijo Duit pajak gw bukan dipakai buat membantu anak2 seperti mereka malah buat bangun IKN Anjing
DwiDian15986493,Tue May 14 23:56:21 +0000 2024,Pembangunan tol di IKN ditargetkan fungsional pada agustus 2024 https://t.co/kQm89bIuxG
EddieKasri,Tue May 14 23:53:20 +0000 2024,@DokterTifa Prabowo udah pernahkah ke ikn buk ????
YandraD31,Tue May 14 23:53:13 +0000 2024,Saran ke projo dan @PartaiPAN Untuk 1.projo ; kalo gak boleh pensiun alangkah baiknya jdkan dia pres khusus kalian sj. Ibukotanya IKN dan kalian semua tinggal disana. 2.PAN ; kolaborasi lah dgn projo jdkan Jkw rangkap jabatan sbg Ketum. Ada saran lain? https://t.co/G5zfQKbusH
wongpinter2019,Tue May 14 23:51:50 +0000 2024,@kompascom IKN konsepnya tidak hargai kearifan lokal Kalimantan yg transportasinya adalah sungai. Gak beda jauh dg kota di Jawa. Tinggal tunggu waktu banjir dan macetnya
akunteansi,Tue May 14 23:47:07 +0000 2024,gaji guru gaada 500 perbulan tp bikin ikn kocaaakkkkk
R4uf_85,Tue May 14 23:42:00 +0000 2024,@DokterTifa Sementara untuk menyenangkan bokap nyokapnya sebelum lengser makanya di ajak. Nanti kedepan suruh ngantor di ikn dan g usah kemana2
siKuruy,Tue May 14 23:40:53 +0000 2024,@ARSIPAJA Setuju. Buat 100 pak biar g ikn sj yg maju tp seluruh Nusantara barat timur utara selatan...
MPR_SBY,Tue May 14 23:39:22 +0000 2024,Masa iya @DPR_RI OGAH- OGAHAN pindah dari Jakarta dengan alasan DIFOKUSKAN UNTUK LEGISLATIF? Begitu juga pak @prabowo dengan alasan MAKAN BANYAK ANGGARAN? Lalu kesimpulannya APAKAH JADINYA NANTI IKN?? Selengkapnya: https://t.co/Ajr97QjPvE Oleh: @BabehAldoAje135 #SaveIndonesia https://t.co/NyGmLmk33c
junhwan27,Tue May 14 23:37:49 +0000 2024,@IKN_9512 OO TAMA KA HAHAHAHAHAHHA
Kang_24M,Tue May 14 23:29:16 +0000 2024,IKN dijual ???
Penulismalam4,Tue May 14 23:28:26 +0000 2024,@kumparan udah muak liat koruptor gak abis2 tinggal hukum pancung aja atau gantung didepan alun2 IKN
kompascom,Tue May 14 23:16:06 +0000 2024,IKN juga mengusung konsep smart dan intelligent city yang menghadirkan tatanan kota modern. https://t.co/EItZCvhuS0
vanilla__1808,Tue May 14 23:13:24 +0000 2024,@tempodotco Sehabis pemilu yg kita dengar utk Rakyat: kenaikan PPN&amp;BBM. Rencana utk circlenya : dpt kursi menteri jadi penasihat presiden jd pejabat daerah bangun rumah mewah buat pejabat di IKN dll. Kl ini drama maka genrenya tragedi cinta btepuk sebelah tangan. Halu bgt jd Rakyat.
Chuukennyu,Tue May 14 23:12:16 +0000 2024,Kan udh di bilang.. IKN tuh mubadzir.. Klo masih nanya kenapa mubadzir ck ck ck..
gahadi_120,Tue May 14 23:11:46 +0000 2024,@KotaNusantara Progres 90% ini menjadi simbol kemajuan IKN
5teV3n_Pe9eL,Tue May 14 22:59:40 +0000 2024,Eksekutif CBA Ucok sky meminta KPK periksa Pj heru setelah ramai renovasi rumah dinas 3 M dan ruang kerja 300 juta yg buat saya heran si partai sekeliling ibukota udah gak ada suaranya soal-2 sensitif gini ya? oh I nya udah ganti IKN ya? https://t.co/8sKtyw8vrJ
raymond_frans,Tue May 14 22:58:29 +0000 2024,*Menjadi kekuatan IKN.... https://t.co/GW1pRSQwGD
qypopq,Tue May 14 22:57:50 +0000 2024,Niat awalnya IKN dibangunkan buat mengurangi gap antara si miskin dan si kaya makanya harus ada pembangunan merata katanya. Tapi kok berita soal IKN akhir akhir ini jadi begini sih malah gap antara si kaya dan si miskinnya kerasa bgt. IKN feels like an exclusive place
abangadekan,Tue May 14 22:57:06 +0000 2024,Wong presiden terpilihnya aja ogah ngantor di IKN 
nauval_yasar,Tue May 14 22:52:30 +0000 2024,@OposisiCerdas Karena Malaysia ber-Ibukota di Kuala Lumpur Coba kalau ber_Ibukota di Jakarta dan sebentar lagi pun dah di IKN Pasti mahal juga
JudokoS,Tue May 14 22:46:33 +0000 2024,@DokterTifa IKN itu sudah digagas Presiden Pertama Republik Indonesia Itu. Ir. Soekarno namun presiden RI selanjutnya belum bisa merealisasikannya baru Pak Jokowi yang bisa melaksanakannya mestinya kita bangga pada Pak Jokowi bukan malah melecehkannya kapan Indonesia maju?
IsmanMustofa8,Tue May 14 22:45:10 +0000 2024,@tham878 @jokowi Hebat pak Jokowi merupakan presiden yg paling pemberani krn sekelas bung Karno sptnya masih kalah keberaniannya dgn pak Jokowi buktinya IKN itu hanya Jokowi yg bisa mewujudkan sejak proyek itu direncanakan di era presiden Soekarno
Susmono41865447,Tue May 14 22:36:46 +0000 2024,@Boediantar4 Aslinya Beijing mau pindah ke IKN lebih gampang mantau laut China selatan dan Australia.
imLTF,Tue May 14 22:26:47 +0000 2024,Yaiyalah kan konsepnya emang IKN kota eksklusif. Nggak tau sih eksklusif untuk siapa. Wong DPRnya aja ogah pindah dari jakarta wkwkwk
SoundOfGaza1,Tue May 14 22:25:13 +0000 2024,@DokterTifa Tentang IKN mnjadi buruk krn direalisasikan saat rakyat msh sangat mnderita proyek buang2 uang Penguasa yg egois dan gak tahu diri! Lebih pnting baginya mmbangun IKN utk mninggalkan namany dlm sejarah utk diingat sbg pmbangun IKN drpd sbg Peguasa yg mengasihi rakyatnya!!!
brennen95987,Tue May 14 22:07:35 +0000 2024,Pihak Otorita IKN (OIKN) menemukan anomali gizi di daerah pesisir di sekitar IKN yang justru dekat dengan sumber protein hewani. Di sana banyak ditemui kasus tengkes (stunting). Anak-anak lebih sering makan mi instan alih-alih makanan bergizi seperti ikan segar. Kok bisa?
wongkhojin,Tue May 14 22:04:19 +0000 2024,Rabu Indonesia 15 Mei #DemiIndonesia Indonesia Emas 2045 IKN Nol KM BUMN Jakarta 2024 Reformasi Belum Selesai SHP PIN Merah Putih #stamps #PostOffice #philately #art #eBay 1 M Reformasi 09.09.99:09 Asembagus 68373 Situbondo Tapal Kuda Jawa Timur Supernova City Bali Gen X Y Z https://t.co/Faszkpn41V
mas_akbar97,Tue May 14 21:48:59 +0000 2024,@DokterTifa Gimana kalo anda sendiri diculik bawa ke IKN. Masukin ruangan tertutup kita kunci. Kuncinya buang ke laut
itstime4changed,Tue May 14 21:43:48 +0000 2024,respon ngeliat temen2 gw udh mulai ngetwt dpt slot di ikn be like
alisyarief,Tue May 14 21:32:41 +0000 2024,Ada baiknya IKN itu juga di tetapkan sebagai PSN saja @airlangga_hrt - Supaya sesuai dengan gagasan awal yaitu tanpa APBN.
AdhyChidoy005,Tue May 14 21:20:43 +0000 2024,@nuvillaera @Imade_kun @DokterTifa Kalau semua sudah bisa diprediksi oleh ahli lalu para ahli yang skrg bekerja untuk IKN ngapain? Your comment disprove your own purpose shut up
YaniHer67444263,Tue May 14 20:56:05 +0000 2024,@DokterTifa DPR ogah2an pindah ikn krn khawatir nggak banyak artis dangdut yg seksi2 disana. Klo ngamar nanti ketauan
storyofmine___,Tue May 14 20:45:46 +0000 2024,@WiratamaNu35265 @idextratime @KORFootballNews 1. TC maksudnya tempat latihan timnas kayak kita lagi bangun di ikn. Semoga aja punya kita ga terbengkalai. 2. Ya anggap aja malay main bagus. Tapi sepak bola gajah masuk akal sih. Menghindari final awal antara jepang vs korsel. Eh yg menang malah qatar wkwk :(
DindaLaw88,Tue May 14 20:09:16 +0000 2024,@adekoedin3 @habiburokhman Pusing boss... Tidak ada investor luar yang minat di IKN... Apalagi punya progam tidak masuk akal lain-nya kaya makan siang gratis... Kebayang pemilih beliau bakal kena ocehan selama 5 tahun kedepan...
rona_junayih2,Tue May 14 19:52:17 +0000 2024,@KotaNusantara IKN siap memeriahkan HUT RI dengan lapangan baru
citraingriddc,Tue May 14 19:36:51 +0000 2024,yh anjir stadion utama ikn jangan cepet2 jadi dulu plis gw blom nonton langsung di gbk wkwkwk ovt 
RudidFuad,Tue May 14 19:36:41 +0000 2024,@geloraco Sepertinya IKN pun bakal menjadi pintu masuk eksodus imigran dari RRC dan secara bertahap setelah dikuasai maka berdirilah Rep. Lan Fang jilid-2 seperti sejarah Kalimantan di masa lalu yg ga masuk buku2 pelajaran sejarah disekolah
SajakRinduMu,Tue May 14 19:34:38 +0000 2024,@SiaranBolaLive @Bolalob Kenapa konsernya ga di IKN aja ya kan biar sekalian promoin IKN. Jakarta bukannya udah ditinggalin?
Hasanud85545167,Tue May 14 19:34:21 +0000 2024,@democrazymedia IKN tuk warga china
kiandra_purnawt,Tue May 14 19:18:25 +0000 2024,@KotaNusantara Progres lapangan upacara IKN sangat mengesankan
NazlilP17632,Tue May 14 19:02:48 +0000 2024,@gustavssondhela Babi IKN kehilangan habitatnya jadi nyeriduk terus Wkwkwk Sering mengmpat Anis dengan harapan bisa mendapatkan hadiah dari REZIM berupa MOBIL esemka
MintraRudie,Tue May 14 19:02:35 +0000 2024,IKN merupakan kota Smart Forest City tetap hijau tetap maju tetap hebat - #IbuKotaNusantara #IKN #KitaIndonesia #KaltimKekinian #KaltimHits #KalimantanTimur https://t.co/AlL9AB83tk
IKN_9512,Tue May 14 19:02:29 +0000 2024,@junhwan27 HAHAHAHHAa alam ko kung bakit 
Tlin10373556741,Tue May 14 19:01:36 +0000 2024,IKN merupakan kota Smart Forest City tetap hijau tetap maju tetap hebat - #IbuKotaNusantara #IKN #KitaIndonesia #KalimantanTimur #KaltimKekinian #KaltimHits https://t.co/FxwMCnU3oW
jimwelwel,Tue May 14 19:00:52 +0000 2024,@zy_zy_its_me Setau saya Tesla juga infest di IKN pakai nama Starlink
c_opini,Tue May 14 18:09:55 +0000 2024,@CNNIndonesia Dan mayoritas para ahli pd diam semua.. pdhal ini bikin tambah beban anggaran negara yg sdh mau KO akibat pembangunan IKN.
AGENDA21_EXPOSE,Tue May 14 18:06:35 +0000 2024,@blackshark7890 Jokowi cukup di tempatkan di IKN satu keluarga. Jangan dikasih akses untuk keluar IKN m karena setiap langkahnya membahayakan seluruh rakyat Indonesia
ciellebambietta,Tue May 14 18:03:20 +0000 2024,Semoga kena tsunami atau gemoa nih ikn tai
jaedochani,Tue May 14 17:41:28 +0000 2024,@___shithead tapi gbk ice arena kan ga dipindah ke ikn gasi
JunaidyNambela,Tue May 14 17:37:47 +0000 2024,Apakah IKN dirancang untuk China maupun Singapore dan para kroninya !? Semoga prediksi saya meleset.
dimas3513,Tue May 14 17:33:51 +0000 2024,@MichelAdam7__ Bubarkan saja IKN yg syarat kepentingan RRC 
yurinesia,Tue May 14 17:29:44 +0000 2024,gmn kl kt ledakin ikn
SimaQian888,Tue May 14 17:25:30 +0000 2024,@inorii_yuzuriha Biar org dki pada pindah ke IKN ya 
teguh_sumadii,Tue May 14 17:23:43 +0000 2024,@KotaNusantara HUT RI di IKN akan lebih meriah dengan lapangan upacara baru
raydah_snts,Tue May 14 17:23:14 +0000 2024,@KotaNusantara Kerja keras tim konstruksi IKN patut diapresiasi
BGeldob99076,Tue May 14 17:22:02 +0000 2024,@Boediantar4 Pinter juga ni ibu....paham bener tentang tujuan memaksakan pembangunan ikn...
aritj,Tue May 14 17:14:17 +0000 2024,IKN mungkin akan menjadi contoh kota yg tergolong sustain tp rasanya tdk tergolong inklusif. Bgmn dg kota2 &amp; kabupaten2 lain? Sebaiknya jgn buru2 salahkan pemerintah pusat kalau terkesan abai krn sejak era otonomi daerah shrsnya daerah lah yg jadi motor pembangunan daerahnya.
jonio357,Tue May 14 17:00:59 +0000 2024,@habiburokhman Pak Habib sebagai rakyat biasa saya setuju kabinet nanti 40 menteri karena kedepannya tugas pemerintah dalam memakmurkan rakyat semakin berat. Selain itu selama ini adanya kementerian yang terlalu gemuk. Saya usulkan ada menko Percepatan Aklerasi Pembangunan IKN.
insuccubuss,Tue May 14 16:59:55 +0000 2024,Ini kalau ibu kota resmi pindah ke IKN apakah JKT48 akan ganti nama menjadi IKN48?
raflyraihandy,Tue May 14 16:59:40 +0000 2024,The name stands for itself But on the other hand jujur agak khawatir kalo Sepinggan &amp; APT Pranoto (dua bandara existing yg jadi feeder ke IKN) gabisa keep up sama demand IN CASE makin menanjak.
Beritasatu,Tue May 14 16:58:11 +0000 2024,Ekonom: Pembangunan IKN Tingkatkan Pertumbuhan Ekonomi Pulau Kalimantan 6 17 Persen https://t.co/tuQxARbTmO #beritasatu #news #berita
muhdmaherr,Tue May 14 16:39:58 +0000 2024,Kita sbg ikn bilis tak boleh nk lawan jerung. Nak tak nak kena adapt the situation . Folo arus. Apa jd kalau tak folo arus.?
wccrari,Tue May 14 16:37:53 +0000 2024,@cxrnel Harusnya disauti BUKAN! LAGI BANGUN IKN! 
dyuwastina,Tue May 14 16:28:58 +0000 2024,abis itu udah deh lu bebas ikn.
AkunGratisan,Tue May 14 16:27:49 +0000 2024,Indonesia di ikn ae sono gausa gabung ke negara kalimantan. Seneng lo kemonarkian jokowi disana
Aldrich6996,Tue May 14 16:26:19 +0000 2024,@DedynurPalakka @gibran_tweet Denger gosip ban serep mau diserepin di IKN sendiri? 
AuroraXrypt,Tue May 14 16:24:41 +0000 2024,@kompascom Bisa ga sih ini BPK dibuang atau merge ke negeri asalnya sana guys @golkar_id @PDemokrat @Gerindra.. Capek ihhh dg drama kotor gini ini. jgn bawa2 ke IKN Borneo. gampang lho ntar kita dayak punya santet
YurisnanAndri7,Tue May 14 16:23:41 +0000 2024,@Boediantar4 Apa ibuk ini Pernah lansung melihat IKN ..?? DKI sudah sangat seberaut dan Padat Penduduk.
molekulsulfat,Tue May 14 16:17:32 +0000 2024,@liaasister Goblok duit buat bangun ikn tapi semuanya jadi ancur
ZaqiRomdoni,Tue May 14 16:16:48 +0000 2024,@never_alonely Pemerintah nya sibuk bangun IKN. Kesejahteraan warganya ora urus
cegahkorupsi,Tue May 14 16:15:50 +0000 2024,Beban apbn 5 taun kedepan akan menarik untuk dicermati; pemekaran daerah perpanjangan masa jabatan kades IKN maksi gratis ASN rekruitmen besar2an Kementerian dibanyakin Hehehehe...
caicanis,Tue May 14 16:15:37 +0000 2024,back to ldr vibes ikn menyerang...
kaitou_kicks,Tue May 14 16:01:04 +0000 2024,@NOTASLIMBOY Sama bang kayak dulu IKN Ada pejabat berdoa (gak tau masih ada rekamannya apa enggak) Minta Ibukota pindah ke Kaltim. Besoknya beneran pindah ke Kaltim. Ngeri bener klo orang doa 
onurlupi,Tue May 14 15:52:18 +0000 2024,hari gini butuh ikn? ES JERUK BRAYYY PLLSS BELIIN GUE ES JERUK URGENT BGGTTTG‍️‍️‍️‍️‍️‍️‍️‍️‍️ https://t.co/GJmTwukmLu
cangkemratuadil,Tue May 14 15:02:13 +0000 2024,@AbankTho2 @jokowi @prabowo @airlangga_hrt @ZUL_Hasan PERAMPOK KORUPTOR AIRLANNGA ZULKIFI HASAN PRABOWO JOKOWI WIDODO MANUSIA RAMPOK MAFIA TAMBANG NIKEL HUKUM TEMBAK MATI PERUSAK MK KPU BAWASLU BANSOS PEMILU 2024 IKN FOOD ESTATE MANUSIA MANUSIA SERAKAH PERAMPOK DUIT NEGARA KORUPTOR SUDAH BUTA TULI KALIAN JADI PEJABAT MALING LU
satunusa185593,Tue May 14 15:01:54 +0000 2024,@ommi_siregar Konsekuensi melanjutkan rezim Jokowi rezim baru tidak bisa mengelak dari janji indah. Lain halnya jika Amin yang menang tidak harus menanggung beban IKN dan makan gratis yang luar biasa. Selamat menikmati keberlanjutan tanpa perubahan ok gas
