username,created_at,full_text
uniemara,Tue May 14 04:06:05 +0000 2024,@DokterTifa Biar mati mereka di IKN krn diteror jin buang tiap hari 
Nayaka_Sofii,Tue May 14 04:04:59 +0000 2024,@MichelAdam7__ Ndk ada yg terhapus sejarah akan tetap tercatat dan di ingat krn kita hidup di abad modern bukan di jaman pra-sejarah yg tak ada manuskrip dan data yg takut dg berdirinya IKN sejatinya ingin mempertahankan kepentingannya dan konstituenya dg paham Java Centris maju terus IKN.
rogayah_gayum,Tue May 14 04:04:32 +0000 2024,@KotaNusantara Kemajuan 90% lapangan upacara IKN sangat membanggakan
AndipanjaitanP,Tue May 14 04:04:20 +0000 2024,@T0M5helby Boro2 lanjutin ikn bisa2 si joko dikandangin sm dia. Kayak gak tau wowo aja
oblibiatee,Tue May 14 04:04:16 +0000 2024,@edelanei wkwk ini lucu nanti kalo ada cerita2 kuyang pas udah jadi ikn 
talita_onlina54,Tue May 14 04:03:44 +0000 2024,@KotaNusantara Kemajuan 90% lapangan upacara IKN sangat membanggakan
gangsterrandom,Tue May 14 04:02:07 +0000 2024,@Bambangmulyonoo Jancukan sitoxic samsul itu udah turun kemauan kerjanya ngurus solo krn sibuk pemilu dan bentar lagi ninggalin solo menuju IKN jd sdh gaada minat ngurus solo. Ini pelajaran bagi negara bhw walkot yg mau maju pilpres musti mundur spy penggantinya yg ngurus wilayah kepemimpinannya
FerryHiday14953,Tue May 14 04:01:49 +0000 2024,@GlHindu Mas jakarta ke ikn juga bisa dibkn garisnye lurus. Ah
YudhaNaren78184,Tue May 14 04:01:23 +0000 2024,@Al_Kauther01 Sungguh maju negeriku lihatlah bagaimana heroik nya adik adik kecil ini untuk bersekolah hanya untuk menjadi pintar. Korupsi 271 T Bikin kereta cepat dgn biaya jumbo Bikin IKN dgn dana yg sangat besar semua bisa .. tapi knp utk buat jembatan utk mereka tdk bisa ?
ratih_yuni607,Tue May 14 04:00:09 +0000 2024,@KotaNusantara Selamat atas pencapaian 90% lapangan upacara IKN
radaraktual,Tue May 14 04:00:00 +0000 2024,Habiskan Dana Rp. 4 2 Triliun Bandara VVIP IKN Tak Bisa Digunakan Rakyat Khusus Tamu Negara https://t.co/1sDv7nKrrM
ABjodohComeback,Tue May 14 03:57:55 +0000 2024,@Fatimah81819162 @democrazymedia @alisyarief @rahmaniarbaftim @Muslim_AntiPKI9 @AntiBangsatBgs Pemenang 58% segera pindah ke IKN
NawawiAlMaroni,Tue May 14 03:54:47 +0000 2024,@komaria_cocom IKN itu sebetulnya sarana untuk bikin proyek. Tahu sendiri kan dibalik proyek ada apanya?
algiguttur,Tue May 14 03:54:10 +0000 2024,Sianying ujung ujung nya disuruh sekalian ambil asuransi kesehatan lain atuh jd dobel. Nyaho loba jelema nu milian bpjs th da Prudential mh teu kabayar. Matak tong sosoan nyieun IKN KCIC sakirana kadon malik nyusahkeun mh. Teu mikir kehed.
jgpti_krnwn1,Tue May 14 03:50:40 +0000 2024,@KotaNusantara Lapangan upacara IKN akan memperindah perayaan HUT RI
adzam_224,Tue May 14 03:50:39 +0000 2024,@KotaNusantara IKN siap memeriahkan HUT RI dengan lapangan baru
BatukaruLereng,Tue May 14 03:48:32 +0000 2024,IKN untuk mengasingkan Gibran kan?
Zamronironi,Tue May 14 03:48:27 +0000 2024,@democrazymedia ini salah Prabowo tidak akan serius selesaikan IKN padahal uang banyak tidak tahu di taruh dimana
BrutusTu4__,Tue May 14 03:46:53 +0000 2024,@Yoechan_ @DolfieOtay @TrioKw3kkw3k__ @baronko_cole @b3l4h4nh4t1ku_ @TukuQ_86300 @A5l1n9_4la_m_ @P3n99u94t_ @OktermanLkmn @se_raden997370 @PahetKopi28207 @Jatayu_45back @4nw4r__84 @WartegPerjuang1 @Anto1157 @perangutan23 @Udinsam_dua @Darmara02177184 @sampalle @bale_imut @Al355555 @NunutUswatun @SiTukangUtang_0 @Sumanto59653397 @RENIEKA2012 @Amans4 @Enggang_Kaltim @dankelha @KiYang4343 @toniwahyudi21 @NawawiAlMaroni @RusdiridwanS @abah_mumtaz @dewimajid4 @syeifm @ManusiaBumi2_ @MentriGoblok35 @realAmienRais @irawandjk #LBPToxicBagiRakyat #LBPToxicBagiRakyat @ommi_siregar @nenggusti @j_lomungil @swikaa_0 @xix0_3 @naaooollll @papa_loren @panglima_z @akuntwiter968 @Dzoel_999 @MarthaAprilia22 20. Genosida juga terjadi di Rempang IKN Tunyuan BSD PIK dll di Indonesia https://t.co/Eptes0wfTA
maulana050317,Tue May 14 03:44:18 +0000 2024,@collegemenfess walaupun gaji cuman sedikit tpi jangan lupa bayar pajak pemghasilan ingat masih bnyak rumah mewah pejabat yg perlu dibngun di IKN
sayid_maulana5,Tue May 14 03:36:57 +0000 2024,@KotaNusantara Kemajuan yang pesat lapangan upacara IKN 90% selesai
Fatimah81819162,Tue May 14 03:36:10 +0000 2024,Lagi2 Program Kontroversial pasca Program IKN Omnibuslaw KCIC makan siang gratis food estate ect...Ttg BPJS yang jdi pertanyaan : Apa bedanya peserta BPJS 160k dan 50k? Bisa2 semua peserta ambil yg 50k.. #BatalkanAturanKontroversi @DrEvaChaniago @rahmaniarbaftim @B_nin927 https://t.co/a1lvyMyY2W
kemalkecebur,Tue May 14 03:35:05 +0000 2024,Pesona Gua Tapak Raja Menjadi Unggulan Daya Tarik Wisata Di IKN. BPJS Ethan sosis champ 6 Miliar Hadiah Gratis Lucifer Pendek https://t.co/GHJLvvS1On
shaaarrkkkk,Tue May 14 03:30:04 +0000 2024,Gimana bisa hidup dengan tenang disini ya babi babi punya internet tiap 3 hari sekali mesti gangguan mulu dan masih ada aja orang menolak ikn dibangun pantek padahal itu satusatunya jalan ni kota bisa maju
Dogelkarya76_82,Tue May 14 03:24:02 +0000 2024,Apakah para Investor itu sudah tertarik hari ini? Ratusan Investor Asing Minat ke IKN Kok Realisasi Masih Nol? https://t.co/DXT81nDEqe
Catiscute9,Tue May 14 03:21:45 +0000 2024,Barusan bayar pbb naik 40rb naikin pajak buat bayar makan gratis atau IKN? peras aja terus sampai darah penghabisan masyarakat kelas menengah ini 
Adiprata41,Tue May 14 03:19:52 +0000 2024,@KotaNusantara Lapangan upacara IKN hampir rampung hebat!
dyhsyfa,Tue May 14 03:17:45 +0000 2024,@geloraco Ga ada urgensinya bikin IKN sumpah hahahhaha aja dah buat org yg bilang IKN untuk pemerataan ekonomi bgst kau hidup lu tuh lo perhatiin anjing kalo tetangga lo masih ada yang miskin berarti lo dan sekitar lo yang salah
Jul112321,Tue May 14 03:17:06 +0000 2024,@Mdy_Asmara1701 2024 Go go Pa @aniesbaswedan Gubernur JKT rasa Presiden nti Presiden dan wakil dan menteri nya hbs dilantik OCT suruh lsg ke IKN aja jgn di JKT ..... wkwkwk
DemenHitam,Tue May 14 03:17:03 +0000 2024,@DokterTifa Terus kita suruh Prabowo supaya dokter ini di jadikan Kepala RS. Jiwa di IKN juga.
hastarika,Tue May 14 03:15:47 +0000 2024,ormas2 islam lg sibuk rebutan jatah di IKN ya?
eddusays,Tue May 14 03:10:59 +0000 2024,@democrazymedia Ikn hadiah buat yg dukung dl tanya tuh DPR nya yg ngesahin UU dpt brp sampai nurut bgtu sj
muntahanpikiran,Tue May 14 03:09:16 +0000 2024,His insights? Contohnya? Kiat-kiat jadi pebisnis benda purbakala? Tips &amp; trik lolos dapat konsensi proyek air di IKN?
ira_safitri3,Tue May 14 03:07:59 +0000 2024,@KotaNusantara Lapangan upacara IKN hampir siap luar biasa!
diana_mayasari1,Tue May 14 03:06:05 +0000 2024,@KotaNusantara Lapangan upacara IKN hampir siap untuk HUT RI
haichal_ajany,Tue May 14 03:05:11 +0000 2024,Lebih berguna mana cacing atau beliau? (Sembari menunjuk foto presiden Wakanda) Tentu secara politik beliau lebih berguna karena dia bisa menggusur cacing di Kalimantan untuk jadi IKN.
elbo22274,Tue May 14 03:02:49 +0000 2024,ikn membuat negeri jadi maju https://t.co/FdN7QdHbpB
Msncomputer1,Tue May 14 03:01:02 +0000 2024,@AgusYudhoyono Kasus tanah rempang Kasus tanah IKN Apa bisa adik?
StalkerXGertie,Tue May 14 02:57:29 +0000 2024,@Mdy_Asmara1701 KALAU ADA BANJIR TIDUR AJA SUMUR RESAPAN DI TUTUP AGAR JAKARTA BANJIR LAGI BIAR ELITNYA PINDAH KE IKN BUKAN WARGA YANG PINDAH YA TAPI CUMAN ELIT
Bakrek10,Tue May 14 02:53:39 +0000 2024,@AgusYudhoyono Habis ini jangan lupa jilat ikn lagi ya pak Biar makin harum namanya di kabinet
mamassjawaa,Tue May 14 02:53:38 +0000 2024,Setelah 10 bulan akrab dengan terik dan debu IKN kemudian penempatan kantor auto ngantuk sepanjang hari ‍ https://t.co/e8SCLupom0
sweettvcnom,Tue May 14 02:50:05 +0000 2024,bangun ikn juga pake duit rakyat tolol
jepunlembayung,Tue May 14 02:49:40 +0000 2024,@democrazymedia Biar namanya bisa jadi jalan raya di IKN kalikkkk . 
Rakyat_IKN,Tue May 14 02:45:35 +0000 2024,@gea_asa @Heraloebss @KejaksaanRI @ST_Burhanuddin Tantangan kepada @prabowo dan @gibran_tweet untuk memulihkan dan membersihkan sistem penegakkan hukum di Indonesia
BVOICE_RADIO,Tue May 14 02:44:25 +0000 2024,Di IKN nanti bakal ada uji coba kereta tanpa rel dan taksi terbang yang akan dilaksanakan oleh OIKN (Otorita Ibu Kota Nusantara). #MorningVoice
SandiwaraNegeri,Tue May 14 02:42:24 +0000 2024,@DokterTifa Ngantor di IKN sekalian jual pisgor 
KotaNusantara,Tue May 14 02:41:20 +0000 2024,Upacara HUT-RI 17 Agustus Bakal Pindah Ke IKN #IbuKotaNegara #IKNNusantara #PindahIbuKota https://t.co/MOvHo1u206
JengKanq,Tue May 14 02:40:37 +0000 2024,Telan Dana Rp4 2 Triliun Bandara VVIP IKN Justru Tak Bisa Digunakan Rakyat dan Hanya untuk Melayani Tamu Penting Negara https://t.co/joXabY4SYp https://t.co/j738yoKqiZ
zairaarini,Tue May 14 02:36:34 +0000 2024,@KotaNusantara Tahniah Indonesia Maju. Semoga semua dipermudahkan Tuhan. Saya akan mengunjungi IKN satu hari nanti. Salam harmoni dari Ipoh Perak Malaysi
ajojo000,Tue May 14 02:36:26 +0000 2024,@KotaNusantara Banyak investor global yang sudah berkomitmen untuk menanamkan modalnya di IKN Nusantara #IKNNusantara
yoyobestboy,Tue May 14 02:36:02 +0000 2024,@IKN_9512 Naku talaga Bob!! Sarap mo mahalin
johnswijaya,Tue May 14 02:35:58 +0000 2024,legacy Pak Jokowi = MRT &amp; IKN Pak Prabowo misal ingin dikenang punya legacy apa... mungkin 5th ke depan bisa consider beli tanah enclavenya Timor Leste. toh mereka butuh duwit dan sapa tau penduduknya memang lebih suka bergabung dg provinsi NTT. https://t.co/lQaomSWmDV
bersentuhan,Tue May 14 02:35:35 +0000 2024,biaya bangun IKN must be so crazy
RizkiR4madani,Tue May 14 02:34:10 +0000 2024,@Jelli_cent Sedang cihuy Jen .. Membangun IKN mah cerita orang kaya yang penuh khayalan.. Indonesia inilah Indonesia itulah. Yang ade nikmati aje Jen Gak useh mengharap kepercayaan dari mulut pejabat yang hanya mengenyangkan perut nye sendiri..
AwamMakhluk,Tue May 14 02:30:16 +0000 2024,@democrazymedia IKN Ibukota versi matic Jakarta Ibukota versi manual.
past_ramudeng,Tue May 14 02:26:57 +0000 2024,@Muslim_AntiPKI9 @democrazymedia Kan Ikn buat orang singgapur
gea_asa,Tue May 14 02:22:39 +0000 2024,@DokterTifa @KejaksaanRI @ST_Burhanuddin Kejaksaan mestinya pindah ke IKN biar tidak melihat kelakuan jajarannya yang buruk dalam melakukan penuntutan penyelewengan di Desa. https://t.co/9xqIjZ8OyG
zae_madeira,Tue May 14 02:20:40 +0000 2024,@geloraco IKN ibu kota isinya pejabat penjilat bukn warganya sndiri alias penjajah bangsanya sndiri
KopiTeNGiL,Tue May 14 02:20:18 +0000 2024,@AgusYudhoyono lahh yang kerja siapa?? elu cuma datang 3 bulan lalu seolah2 udah bisa cerita kerja 7 tahun . masih inget ga? Statement IKN itu Proyek yg dipaksakan Food Estate adalah proyek Gagal 
Jelli_cent,Tue May 14 02:18:58 +0000 2024,Membangun kepercayaan itu spt membangun IKN Butuh waktu yg lama &amp; ga mudah dpt investor Tapi meruntuhkan kepercayaan itu spt tertimpa air bah.. Tidak butuh waktu lama bakal habis luluh lantak &amp; hanyut.. Selamat pagi Sedang membangun IKN kah hr ini? Semangat sehat yes 
andini8489,Tue May 14 02:18:07 +0000 2024,Dukungan penuh dari masyarakat adat adalah pilar kuat dalam pembangunan IKN. #LovelyRunnerEp11 Ethan Arsenal cemilanmasakini Kebangun Kebangun Evan ketan https://t.co/cTdxET5WYT
vinapan64,Tue May 14 02:17:39 +0000 2024,Dalam pembangunan IKN keselamatan dan kesejahteraan warga adalah prioritas utama. #LovelyRunnerEp11 Ethan Arsenal cemilanmasakini Kebangun Kebangun Evan ketan MY LOVE IS LIKE Kumpulkan Poin Klaim Hadiahmu https://t.co/kyPkfVhRwe
sechan948,Tue May 14 02:17:31 +0000 2024,Dalam pembangunan IKN keselamatan dan kesejahteraan warga adalah prioritas utama. #LovelyRunnerEp11 Ethan Arsenal cemilanmasakini Kebangun Kebangun Evan ketan MY LOVE IS LIKE Kumpulkan Poin Klaim Hadiahmu https://t.co/Gp0sFJ2G4c
tommiyes,Tue May 14 02:17:30 +0000 2024,Solusinya bangun IKN
Reifky2121,Tue May 14 02:16:40 +0000 2024,@DokterTifa Terus IKN nya di bom nuklir aja
bunmoro1981,Tue May 14 02:16:26 +0000 2024,@KotaNusantara IKN dinilai sebagai upaya yang tepat untuk merangkul seluruh potensi yang dimiliki oleh Indonesia dan memanfaatkannya secara maksimal. #
abwnewsco,Tue May 14 02:13:34 +0000 2024,Telan Dana Rp4 2 Triliun Bandara VVIP IKN Justru Tak Bisa Digunakan Rakyat dan Hanya untuk Melayani Tamu Penting Negara https://t.co/RWlVtc8syO
avenuechilds,Tue May 14 02:12:08 +0000 2024,@geloraco IKN tidak utk rakyat melainkan utk org2 penting saja
Pr1nC3j03,Tue May 14 02:12:05 +0000 2024,IKN itu kam konsentrasi WHO TREATY .. wkwk
elcupakabara,Tue May 14 02:10:57 +0000 2024,@geloraco IKN proyek busuk
TonyParker19679,Tue May 14 02:10:26 +0000 2024,@DokterTifa Di IKN belum ada yg jual martabak kemungkinan besar Gibran akan memonopoli bisnis martabaknya agar tidak ada persaingan yg bikin kepalanya pusing.
Vianzrian,Tue May 14 02:09:24 +0000 2024,@KotaNusantara Kami warga Jayapura akan mengawal pembangunan IKN #IKNNusantara
TinaFatui,Tue May 14 02:09:21 +0000 2024,@KotaNusantara Kami warga Manokwari akan mengawal pembangunan IKN
TitaEviana,Tue May 14 02:07:32 +0000 2024,Dengan beragam aksesibilitas setiap orang dapat menggapai impian dan membangun cerita sukses di IKN Nusantara #DARKMOON Kebangun Senin Evan MY LOVE IS LIKE Klaim Hadiahmu Arsenal Publik Study Kemenhub Pendek WHEN I WAS Sunjae https://t.co/6ivNr5SOwY
BolaSportcom,Tue May 14 02:06:37 +0000 2024,Erick Thohir dijadwalkan segera mengunjungi training ground timnas Indonesia yang berada di Ibukota Negara Nusantara (IKN). Ketua Umum PSSI ingin melihat secara langsung perkembangannya sampai sejauh ini. #IKN #TimnasIndonesia #PSSI #ErickThohir #KitaGaruda https://t.co/7WuaSwWM9m
teknologitekdi,Tue May 14 02:04:22 +0000 2024, Wow! Taksi Terbang dan Kereta Tanpa Rel Akan Diuji Coba di IKN Juli 2024 https://t.co/IPl6oV2qkQ #IKN #transportasi #autonomusrailtransit #taksiterbang #teknologi #teknologiindonesia #beritateknologi #beritaterkini
IndoSentrisID,Tue May 14 02:03:52 +0000 2024,Presiden Berkantor di IKN Juli 2024 Smart Defense System Diterapkan #IKN #IKNNusantara #IbuKotaNegara https://t.co/q3rwc5GLKq
dynarfitrianti1,Tue May 14 02:02:13 +0000 2024,@KotaNusantara Partisipasi aktif dalam forum internasional memperluas wawasan IKN Nusantara dalam keamanan siber IKNNusantara #IKNNusantara
adyrismanto1,Tue May 14 02:02:06 +0000 2024,@KotaNusantara Boyke P Soebroto yakin proyek ACWA Power kunci sukses IKN IKNNusantara #PindahIbuKota
intan_permatani,Tue May 14 02:02:04 +0000 2024,@KotaNusantara IKN Nusantara membuka pintu bagi investasi dalam inovasi teknologi keamanan siber IKNNusantara #PindahIbuKota
Ratih8177723979,Tue May 14 02:01:14 +0000 2024,@KotaNusantara Pindahnya IKN ke Kalimantan dapat berdampak positif terhadap pertumbuhan ekonomi negara #PindahIbuKota
ndialamsyah,Tue May 14 02:00:29 +0000 2024,@DokterTifa Pak @jokowi saran aja: kalo udah tidak menjabat. Jangan pulang ke Solo pak. Tinggal aja di #IKN boyong keluarga. Sekalian madorin yang bangun #IKN. Cc @prabowo @gibran_tweet
DChadutx72,Tue May 14 01:55:30 +0000 2024,@Mdy_Asmara1701 Jangan berharap banyak dari pemerintah Mukidio Mukidi lebih mementingkan ikn dan rumah-rumah dinas para penjilat Pantatnya
Ranger_pink21,Tue May 14 01:50:06 +0000 2024,IKN NUSANTARA PRESIDEN WUJUDKAN GAGASAN BESAR BUNG KARNO PADA 1957 https://t.co/hYnIJnFJPj
RemajaDunya,Tue May 14 01:47:47 +0000 2024,Pertahanan di IKN akan menggunakan sistem #smartdefense bukti kemajuan bangsa Indonesia #IKNforestcity #IKNnusantara #IndonesiaMaju #IndonesiaSentris #KotaModern #IKNKotaDigital #IKN #IKNsmartcity #IKNIndonesia #ManfaatIKN #KotaCerdasIKN #KotaHijauIKN https://t.co/IwHmVwutS1
derina_wati1,Tue May 14 01:46:39 +0000 2024,Di IKN inovasi bertemu dengan pendidikan yang menginspirasi menciptakan generasi unggul yang siap menghadapi tantangan global. #MEMORABILIA lebih keren kitakompak Kebangun Senin Evan MY LOVE IS LIKE https://t.co/0VI7zbOEZR
BukanTikus_,Tue May 14 01:42:01 +0000 2024,ikn tuh kek proyek ga penting yg tujuannya emg buat nyari duit tambahan aja
pamangoku,Tue May 14 01:41:45 +0000 2024,IKN Nusantara akan memberikan pemerataan pembangunan dan ekonomi Indonesia di masa mendatang Indonesia maju #iknnusantara #iknmaju #iknkeren https://t.co/mnevYlxPnn
PronadaP49139,Tue May 14 01:38:38 +0000 2024,@DokterTifa Pasti dia senang jika tinggal di IKN. He he he.
DjumadiPartose1,Tue May 14 01:37:47 +0000 2024,@DokterTifa Semoga ya....habitat keluarganya pasti senang tinggal di ikn.
m_irfan4991,Tue May 14 01:35:38 +0000 2024,@DedynurPalakka @jokowi https://t.co/imVpydjsMe Ini biar paham IKN spt apa
AdeWicaaksono,Tue May 14 01:34:10 +0000 2024,@DokterTifa Wapres bocil kita usulin d tugasin d ikn jagain rumah kosong....
pistajoyfulday,Tue May 14 01:34:00 +0000 2024,IKN untuk pemerataan daerah timur. 
duri_riko,Tue May 14 01:32:49 +0000 2024,@democrazymedia Ikn jadi pajangan
Juliaismeee,Tue May 14 01:31:03 +0000 2024,@Metro_TV Meanwhile ada yg bikin bandara VVIP dan IKN dari duit rakyat
AryoDek0,Tue May 14 01:28:29 +0000 2024,IKN Nusantara untuk Kejayaan Bangsa dan Negara Indonesia. #IKNNusantara https://t.co/fwRQVM3gK0
machineheadz,Tue May 14 01:28:25 +0000 2024,Oh pantes pns &amp; anggota DPR pada ga mau pindah ke IKN.
ummuibnrizq,Tue May 14 01:08:00 +0000 2024,@DokterTifa Kunci kasih kuyang penjaga hutan ikn 
Jawalari1935,Tue May 14 01:06:58 +0000 2024,@__SudutPandang @INEMgakSEXY09 @budimandjatmiko Nepo Esemka Anti BLT tp bahkan politisasi Bansos janji ga ngutang malah ngutang sampe 10.0000 T bangun IKN bukan dr APBN tp akhirnya pake IMPOR jor2an...itu semua fitnah ? Justru banyak melupakan Jkw krn sdh sadar busuknya strategi pencitraannya. Come on Bro...@wib
foryuuji,Tue May 14 01:05:52 +0000 2024,Yg ngide bangun ikn sp sih? Heran mana banyak yg setuju lagi rakyatnya i mean lu tuh gak diajak??? Ini dibangun buat pemerintah aja
EonHadean,Tue May 14 01:05:18 +0000 2024,IKN vs Makan Siang Gratis Hingga kini IKN sdh menelan lk 100 T yg dibiayai dgn APBN bukan dana investor domestik atau LN. Prabowo dan DPR tak mau berkantor di IKN malah Gibran yg disuruh kesana. Janji Gibran ngawur dan nipu. https://t.co/nMqmwtS12g
neyxxdoligf,Tue May 14 01:01:57 +0000 2024,@rvlixsia_stv takut nya di IKN makin jauh makin banyak uang yg di keluarin
arsyytek,Tue May 14 00:57:55 +0000 2024,@starfess Kan udah dp rumah di ikn nder
furinab,Tue May 14 00:56:35 +0000 2024,IKN ini ambisi siapa sih sebenernya? bangun pake uang rakyat tapi gak semua rakyat bisa merasakan wi piye? lagi-lagi menguntungkan golongan tertentu doang.
icination,Tue May 14 00:56:20 +0000 2024,Sukses terus kehidupan lu yang wah itu bersama pacar eh pacar cowo hts lu yg lu bangga2kan di ikn itu
Djiamput1,Tue May 14 00:56:04 +0000 2024,@strike_bravo_b Duitnya pemerentah abis bang buat speedrun IKN 
Najazi731,Tue May 14 00:53:59 +0000 2024,@papa_loren sebenarnya ide itu ada yg kita semua tidak faham mungkin itu menjaga kalau pindah ke IKN jadi bisa sisa 3hari balik lagi ke Jakarta kalau sampai jumat kerjanya cuma 2hari liburnya tanggung....🇮🇩
FadilYuza,Tue May 14 00:51:26 +0000 2024,@Metro_TV Pemerataan pembangunannya di mana?? Ah gak penting sptnya. Yg pentingkan IKN
siliwangi_d_ace,Tue May 14 00:49:35 +0000 2024,@ogiehart pindah ke ikn..
FurqonAdrai1,Tue May 14 00:48:38 +0000 2024,@democrazymedia Ikn untuk Pak Jokowi dan para keluarganya. Inilah produk uu ambisi yg tanpa melibatkan publik.
Sarinah_jh,Tue May 14 00:47:50 +0000 2024,Pembangunan IKN Nusantara presiden Jokowi wujudkan gagasan besar Bung Karno pada 1957 #IKNSejahterakanIndonesia #IKNPemerataanEkonomi https://t.co/fCKwz76dF3
indra_kencana,Tue May 14 00:47:43 +0000 2024,@0jenry1 @nmeilinaa @lutfithe13th Ada ikn yg harus dibangun
kulidesa11,Tue May 14 00:44:25 +0000 2024,@geloraco ciye ciye vvip buat pejabat nih yee... kaga sekalian aja tuh ikn dibikin tembok cina biar makin cuan
pinkkk_cupcake,Tue May 14 00:44:01 +0000 2024,Udh bener kmrn anies kagak setuju ikn pdhl. Bader sih
pirahyung,Tue May 14 00:41:24 +0000 2024,Dzolim bgt ya Allah.. yang diurusin IKN mulu giliran buat rakyat yg butuh kek gini pelit bgt malah nyusahin disuruh bayar lagi 
NusantaraJaya26,Tue May 14 00:34:42 +0000 2024,@aiiptu Mantap IKN
detik_properti,Tue May 14 00:34:03 +0000 2024,IKN Bakal Dilengkapi Gedung Sekolah Modern Begini Desainnya https://t.co/3ATd1AdwSY
ENS53311139,Tue May 14 00:32:22 +0000 2024,PPN NAIK HINGGA 12% UNT MEMBANGUN RUMAH PARA MENTERI DI IKN YG MENURUT SI RAKUS PENJAJAH &amp; PENGKHIANAT BANGSA SENDIRI TUKANG NGUSIR DAN MERENDAHKAN BANGSA PENGABDI DAN JONGOS CINA PADAHAL DIGAJI OLH RAKYAT RUMAH MENTERI DIIKN TSB MASIH KEKECILAN https://t.co/6Qqk7sjhLP
adeanita40,Tue May 14 00:31:47 +0000 2024,@babazada93 @DokterTifa IKn udah jelas sejak awal idenya Jokowi. Kalo sampai proyrk IKN merugi maka Jokowi yg harus tanggung jawab krn merencanakan sesuatu tanpa perencanaan yg matang
herristiawan,Tue May 14 00:27:41 +0000 2024,@arbainrambey Apanya IKN?
Must_Elons,Tue May 14 00:27:02 +0000 2024,Kl di minimsrket itu durasinya kadang bisa lama juga yg ikn gedek itu di Mesin ATM. Kalau ada NIAT harusnya bisa dong @DivHumas_Polri @Pemkot_Sukabumi @achfahmi_smi @kabsukabumi_id @Polres_Sukabumi @DISHUBKOTSI Satpol PP kota sukabumi https://t.co/IJ78aWj3kv
novianurr,Tue May 14 00:25:32 +0000 2024,Ngolo pejabrut supaya mau ke IKN ampe segininya. Pdhl mereka yg byk duid mah tiap minggu PP jkt jg bisa. Umbi2 sm esmelon kecil yg musti dipikirin mahh
FAIZULDGN33,Tue May 14 00:23:45 +0000 2024,IKN nusantara presiden wujudkan gagasan besar bung karno pada 1957 https://t.co/XjD75zjNt0
NoorMuzani,Tue May 14 00:22:11 +0000 2024,Ada yg tahu sudah berapa banyak negara sahabat yg berencana pindahkan kedutaan besar nya dari Jakarta ke IKN ?? Ini yg belum pernah sekalipun disinggung presiden Jkw padahal ini menyangkut pengakuan dunia internasional. Akankah IKN senasib dng Yerusalem ??
BekasiBanget,Tue May 14 00:15:16 +0000 2024,Bermula dari Bekasi Summarecon Bakal Segera Bangun Fasilitas Pendidikan Terpadu di IKN Nusantara - Tribun Bekasi https://t.co/ee70wHmBwh
KemenperinRI,Tue May 14 00:12:56 +0000 2024,Kalo ga gini istana pejabat di IKN ga bisa dibiayai
heryjordan08,Tue May 14 00:11:09 +0000 2024,Yang MISKIN ITU PENJAHAT2 YANG NGUNDANG CHINA2 SINGAPORE+ CHINA2 BEIJING KE IKN.. #
abuyahany,Tue May 14 00:07:01 +0000 2024,Bgmn jika IKN cm dijadikan kantor wapres sajah? Itupun selama anak kaitsar wakanda yg jd pejabatnya..! Plus partai2 pemujanya spt @psi_id @dpp_pan Jg @golkar_id Setuju @DPR_RI ? https://t.co/fTf3cNu7oc
andhikatsu,Tue May 14 00:06:42 +0000 2024,@liaasister demi ngedanain IKN yg ga seberapa itu?
ardytmo,Tue May 14 00:05:23 +0000 2024,Berita2 tentang IKN ini ntah kenapa malah bikin jadi males bayar pajak 
M4ngU5il,Tue May 14 00:03:04 +0000 2024,...ikn dibangun untuk keluarga dinasti jokowi dengan menggunakan duit orang lain...
anthonio_rambu,Tue May 14 00:01:17 +0000 2024,Dalam rangka hari ulang tahun biarawan biarawati di gereja Katolik st. Mikael itci_kenangan yang nantinya akan menjadi pusat gereja Katolik di titik Nol IKN salah satu dari anak kami yang ikut tampil dalam merayakan hari ulang tahun. @gilberthouse_tv #palingkecetersendiri https://t.co/t8t7CIeMFT
Dchoco_mochi,Mon May 13 23:58:03 +0000 2024,Emg IKN itu projek jelek banget Bukan jelek tp ga realistis
Indra_MXX,Mon May 13 23:55:37 +0000 2024,@Muslim_AntiPKI9 @democrazymedia suruh si samsul bertapa di IKN..
berber134,Mon May 13 23:52:36 +0000 2024,@democrazymedia Buat kerabat dekatnya penguasa jadi ikn itu perumahan paling elit yang dibiayai negara dan di huni penguasa doang. Ntar pas penguasa nya dah pensiun tetap tinggal disitu sampai ajal menjemput
edi_pad,Mon May 13 23:51:32 +0000 2024,@DokterTifa @gibran_tweet Betul sekali cocoknya Gibran ngantor sj di IKN selama 5 thn tuk terusin Proyek Bpknya. Skalian Bersih Di IKN
Leeolanq,Mon May 13 23:48:10 +0000 2024,IKN SUDAH MERUSAK CACING &amp; HAK BURUNG PACARAN DI DAHAN YG SUDAH BERUBAH JADI BETON DAN TIANG PANCANG https://t.co/jhAmWOmVk8
saszhimii,Mon May 13 23:46:49 +0000 2024,Aneh bgt ajg mimpi gue kali ini gue dideketin cowo tp cowo ny tbtb kabur trs ganti tempat gue sm nasywa lg di hpk (tmpt tinggal gue di ikn) trs tbtb rubuh ajg gue masi di dlm sm nasywa pas keluar berubah jd rumah gue yg rubuh jir gatauny lg percobaan ngebom warga caribbean ajg
