Unnamed: 0,full_text,created_at,cleaned
2840,Kota Netral Karbon Pertama Indonesia Bakal Berada di IKN?  Baca artikel selengkapnya  #BambangSusantono #ibukotanusantara #IKN #kotanetralkarbonpertama #kotanetralkarbonpertamaindonesia https://t.co/niAZIpbqqL,Tue Jul 25 03:02:35 +0000 2023,Kota Netral Karbon Pertama Indonesia Bakal Berada di IKN  Baca artikel selengkapnya       
2841,"Investasi Lokal Senilai Rp 30 Triliun, Mulai Jalan DI IKN Pada September 2023  Berita selengkapnya di https://t.co/h15hHzhW2m  #sfconsulting #sfgroup #pajakuntukkita #ibukotanusantara #kanwilbeacukai #konsultan #pajak #legal #customs #transferpricing #compliance https://t.co/6yrgBY3VaD",Mon Jul 24 08:48:06 +0000 2023,Investasi Lokal Senilai Rp 30 Triliun Mulai Jalan DI IKN Pada September 2023  Berita selengkapnya di              
2842,serba NUSANTARA  ðŸ”³IbuKotaNUSANTARA ðŸ”³Agama NUSANTARA ðŸ”³Pancasila NUSANTARA ðŸ”³Presiden NUSANTARA ðŸ”³Pejabat NUSANTARA ðŸ”³Koruptor NUSANTATA ðŸ”³PKI NUSANTARA ðŸ”³Bipang NUSANTARA ðŸ”³Cebong NUSANTARA ðŸ”³Cukong NUSANTARA ðŸ”³Penjilat NUSANTARA ðŸ”³PembegalParpol NUSANTARA  ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,Mon Jul 24 04:20:29 +0000 2023,serba NUSANTARA  ðŸ”³IbuKotaNUSANTARA ðŸ”³Agama NUSANTARA ðŸ”³Pancasila NUSANTARA ðŸ”³Presiden NUSANTARA ðŸ”³Pejabat NUSANTARA ðŸ”³Koruptor NUSANTATA ðŸ”³PKI NUSANTARA ðŸ”³Bipang NUSANTARA ðŸ”³Cebong NUSANTARA ðŸ”³Cukong NUSANTARA ðŸ”³Penjilat NUSANTARA ðŸ”³PembegalParpol NUSANTARA  ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£
2843,"Kelanjutan IKN Nusantara Versi Anies dan Ganjar, Bahlil Sebut tak Ada Capres yang Tidak Setuju  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Bahlil #capres #Ganjar #Anies  https://t.co/cjtZIZYoeM lewat @tribunkaltim",Sat Jul 22 13:20:32 +0000 2023,Kelanjutan IKN Nusantara Versi Anies dan Ganjar Bahlil Sebut tak Ada Capres yang Tidak Setuju            lewat 
2844,BVI Ajak SMA Pradita Dirgantara Ikut Andil Kembangkan Ibu Kota Nusantara #SMAPraditaDirgantara #BVI #IbuKotaNusantara  https://t.co/PEkIpJXqOh,Fri Jul 21 23:22:25 +0000 2023,BVI Ajak SMA Pradita Dirgantara Ikut Andil Kembangkan Ibu Kota Nusantara     
2845,"Kunjungi IKN Nusantara, Dubes Lee: Korea Selatan Dukung Pengembangan Infrastruktur  https://t.co/a5YAkK6Ixy #IbuKotaNusantara #IKN #DubesKorsel #LeeSangdeok",Fri Jul 21 06:47:05 +0000 2023,Kunjungi IKN Nusantara Dubes Lee Korea Selatan Dukung Pengembangan Infrastruktur      
2846,"Anas Urbaningrum ke Kaltim Usai Jadi Ketua PKN, Singgung Komitmen dan IKN Nusantara, Beda Versi AHY  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #PKN #AnasUrbaningrum #AHY #Demokrat  https://t.co/jqD29FoplQ lewat @tribunkaltim",Wed Jul 19 15:17:14 +0000 2023,Anas Urbaningrum ke Kaltim Usai Jadi Ketua PKN Singgung Komitmen dan IKN Nusantara Beda Versi AHY              lewat 
2847,"AHY Sebut Pemerintah tak Miliki Urgensi IKN Nusantara harus Selesai Sebelum 2024, Apa yang Dikejar?  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #AHY #AgusHarimurtiYudhoyono  https://t.co/ZNpD6cwUjb lewat @tribunkaltim",Sat Jul 15 14:46:39 +0000 2023,AHY Sebut Pemerintah tak Miliki Urgensi IKN Nusantara harus Selesai Sebelum 2024 Apa yang Dikejar          lewat 
2848,Download #MetroTVExtend sekarang di App Store/ Play Store #ibukotanusantara #ikn #tukinikn https://t.co/mu5ENBbpCw,Fri Jul 14 07:20:01 +0000 2023,Download  sekarang di App Store Play Store    
2849,"Dia mengatakan bahwa ibu kota ini nantinya akan dibangun dengan konsep ekonomi hijau. Ganjar memaparkan posisi Indonesia pada Green Future Index (GFI) berada di urutan 70 dari 76 negara dengan nilai 3,68.  #rumahkitajatim #ganjarpranowo #ibukotanusantara https://t.co/Vlenla1qok",Fri Jul 14 02:39:04 +0000 2023,Dia mengatakan bahwa ibu kota ini nantinya akan dibangun dengan konsep ekonomi hijau Ganjar memaparkan posisi Indonesia pada Green Future Index GFI berada di urutan 70 dari 76 negara dengan nilai 368     
2850,"Anies Baswedan Heran Selalu Ditanya soal IKN Nusantara, Kok Tidak Ditanyakan Bagaimana Pangan Murah?  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #capres #Pilpres2024 #Anies  https://t.co/Ob3EhXNBhy lewat @tribunkaltim",Thu Jul 13 14:39:00 +0000 2023,Anies Baswedan Heran Selalu Ditanya soal IKN Nusantara Kok Tidak Ditanyakan Bagaimana Pangan Murah           lewat 
2851,"Anies Baswedan Heran Selalu Ditanya soal IKN Nusantara, Kok Tidak Ditanyakan Bagaimana Pangan Murah?  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #capres #Pilpres2024 #Anies   https://t.co/Ob3EhXO976 lewat @tribunkaltim",Thu Jul 13 11:55:02 +0000 2023,Anies Baswedan Heran Selalu Ditanya soal IKN Nusantara Kok Tidak Ditanyakan Bagaimana Pangan Murah            lewat 
2852,"PUPR Sebut Progres Pembangunan Infrastruktur Dasar IKN Nusantara sesuai Rencana, OIKN Terima 237 LoI  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #investasi  https://t.co/Of93LRfElu lewat @tribunkaltim",Wed Jul 12 01:39:00 +0000 2023,PUPR Sebut Progres Pembangunan Infrastruktur Dasar IKN Nusantara sesuai Rencana OIKN Terima 237 LoI           lewat 
2853,"Masih Ada Hak Masyarat Adat di IKN Nusantara yang Belum Dilindungi, harus Ada Perubahan Kebijakan  #IKN #IKNNusantara #IbuKotaNegara #masyarakatadat #IbuKotaNusantara #Kaltim #KalimantanTimur  https://t.co/W9rxPHZNvB lewat @tribunkaltim",Tue Jul 11 02:39:00 +0000 2023,Masih Ada Hak Masyarat Adat di IKN Nusantara yang Belum Dilindungi harus Ada Perubahan Kebijakan           lewat 
2854,"Masih Ada Hak Masyarat Adat di IKN Nusantara yang Belum Dilindungi, harus Ada Perubahan Kebijakan  #IKN #IKNNusantara #IbuKotaNegara #masyarakatadat #IbuKotaNusantara #Kaltim #KalimantanTimur  https://t.co/W9rxPI0ll9 lewat @tribunkaltim",Mon Jul 10 17:13:45 +0000 2023,Masih Ada Hak Masyarat Adat di IKN Nusantara yang Belum Dilindungi harus Ada Perubahan Kebijakan           lewat 
2855,"Alasan IKN Nusantara di Kaltim, Viral Murid SD Sorong: Mengapa Ibu Kota Tidak Dipindahkan ke Papua?  #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #Sorong #Papua #IKN #IKNNusantara  https://t.co/c3YqPDctxv lewat @tribunkaltim",Sun Jul 09 07:17:04 +0000 2023,Alasan IKN Nusantara di Kaltim Viral Murid SD Sorong Mengapa Ibu Kota Tidak Dipindahkan ke Papua            lewat 
2856,Skema Pembiayaan Investasi yang Ditawarkan Otorita IKN Nusantara untuk Calon Investor Kazakhstan  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #Kazakhstan #OIKN  https://t.co/5qtqRrdjDG lewat @tribunkaltim,Fri Jul 07 08:39:00 +0000 2023,Skema Pembiayaan Investasi yang Ditawarkan Otorita IKN Nusantara untuk Calon Investor Kazakhstan            lewat 
2857,Skema Pembiayaan Investasi yang Ditawarkan Otorita IKN Nusantara untuk Calon Investor Kazakhstan  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #Kazakhstan #OIKN  https://t.co/5qtqRrdRte lewat @tribunkaltim,Fri Jul 07 04:39:04 +0000 2023,Skema Pembiayaan Investasi yang Ditawarkan Otorita IKN Nusantara untuk Calon Investor Kazakhstan            lewat 
2858,Di negara maju sudah ditanamkan memilah sampah sejak kecil.  5 jenis tong sesuai jenis sampah  #sampahplastik #sampahberkelas #janganbuangsampahsembarangan #kami13juta #ibukotanusantara #ibudananak #sampahkutanggungjawabku #kebersihan #kebersihansebagiandariiman #bhayplastik https://t.co/VWHkaByI5J,Thu Jul 06 13:46:02 +0000 2023,Di negara maju sudah ditanamkan memilah sampah sejak kecil  5 jenis tong sesuai jenis sampah            
2859,Di negara maju sudah ditanamkan memilah sampah sejak kecil.  5 jenis tong sesuai jenis sampah  #sampah #sampahplastik #sampahberkelas #janganbuangsampahsembarangan #kami13juta #ibukotanusantara #ibudananak #sampahkutanggungjawabku #kebersihan #kebersihansebagiandariiman https://t.co/lE0tN61JX5,Thu Jul 06 13:45:37 +0000 2023,Di negara maju sudah ditanamkan memilah sampah sejak kecil  5 jenis tong sesuai jenis sampah            
2860,"KPU PPU Siapkan Dua TPS Khusus untuk Pekerja IKN Nusantara, Komisioner: Statusnya Pemilih Khusus  #Pemilu2024 #Pilpres2024 #hakpilih #pekerjaIKN #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #PenajamPaserUtara #PPU  https://t.co/vB0AS5Dgh5 lewat @tribunkaltim",Wed Jul 05 04:20:26 +0000 2023,KPU PPU Siapkan Dua TPS Khusus untuk Pekerja IKN Nusantara Komisioner Statusnya Pemilih Khusus              lewat 
2861,"Hanya 304 Pekerja di IKN Nusantara yang Masuk DPT Pemilu 2024, KPU Kaltim Ungkap Kendalanya  #Pemilu2024 #DPT #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #pekerjaIKN  https://t.co/V567sPnPCh lewat @tribunkaltim",Mon Jul 03 11:39:00 +0000 2023,Hanya 304 Pekerja di IKN Nusantara yang Masuk DPT Pemilu 2024 KPU Kaltim Ungkap Kendalanya             lewat 
2862,"Hanya 304 Pekerja di IKN Nusantara yang Masuk DPT Pemilu 2024, KPU Kaltim Ungkap Kendalanya  #Pemilu2024 #DPT #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #pekerjaIKN  https://t.co/V567sPonrP lewat @tribunkaltim",Mon Jul 03 07:58:17 +0000 2023,Hanya 304 Pekerja di IKN Nusantara yang Masuk DPT Pemilu 2024 KPU Kaltim Ungkap Kendalanya             lewat 
2863,"Kawasan di Sekitar IKN Nusantara Jadi Fokus Satgas Tambang Ilegal di Kaltim, Tim Segera ke Lapangan  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #tambangilegal #PoldaKaltim  https://t.co/MD8R00OjNU lewat @tribunkaltim",Sun Jul 02 13:39:00 +0000 2023,Kawasan di Sekitar IKN Nusantara Jadi Fokus Satgas Tambang Ilegal di Kaltim Tim Segera ke Lapangan            lewat 
2864,"Kawasan di Sekitar IKN Nusantara Jadi Fokus Satgas Tambang Ilegal di Kaltim, Tim Segera ke Lapangan  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #tambangilegal #PoldaKaltim  https://t.co/MD8R00ORDs lewat @tribunkaltim",Sun Jul 02 07:59:28 +0000 2023,Kawasan di Sekitar IKN Nusantara Jadi Fokus Satgas Tambang Ilegal di Kaltim Tim Segera ke Lapangan            lewat 
2865,"Termasuk Pemilu dan IKN Nusantara, Daftar Program Strategis Pemerintah Tahun 2024 yang Diawasi BPKP  #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #BPKP #Pemilu2024  https://t.co/QIc4OViG8X lewat @tribunkaltim",Sun Jul 02 00:39:00 +0000 2023,Termasuk Pemilu dan IKN Nusantara Daftar Program Strategis Pemerintah Tahun 2024 yang Diawasi BPKP          lewat 
2866,"Deforestasi dan Degradasi Hutan Masih Terjadi di IKN Nusantara, Forest City Jadi Visi yang Berat  #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #ForestCity  https://t.co/Bhgu2O0skC lewat @tribunkaltim",Fri Jun 30 23:39:00 +0000 2023,Deforestasi dan Degradasi Hutan Masih Terjadi di IKN Nusantara Forest City Jadi Visi yang Berat         lewat 
2867,"Alasan Investor di IKN Nusantara Belum Bergerak, Masih Sebatas LoI, Belum Ada Definitive Agreement  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #investasi #investor  https://t.co/QjZfwXlEZG lewat @tribunkaltim",Thu Jun 29 07:39:00 +0000 2023,Alasan Investor di IKN Nusantara Belum Bergerak Masih Sebatas LoI Belum Ada Definitive Agreement            lewat 
2868,"Alasan Investor di IKN Nusantara Belum Bergerak, Masih Sebatas LoI, Belum Ada Definitive Agreement  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #investasi #investor  https://t.co/QjZfwXmcPe lewat @tribunkaltim",Thu Jun 29 04:50:14 +0000 2023,Alasan Investor di IKN Nusantara Belum Bergerak Masih Sebatas LoI Belum Ada Definitive Agreement            lewat 
2869,"PUPR Mulai Bangun Jembatan Balikpapan - PPU Akses ke IKN Nusantara, Duplikasi Jembatan Pulang Balang  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #JembatanPulauBalang  https://t.co/wpG5YVgK2d lewat @tribunkaltim",Tue Jun 27 23:39:00 +0000 2023,PUPR Mulai Bangun Jembatan Balikpapan  PPU Akses ke IKN Nusantara Duplikasi Jembatan Pulang Balang           lewat 
2870,"PUPR Mulai Bangun Jembatan Balikpapan - PPU Akses ke IKN Nusantara, Duplikasi Jembatan Pulang Balang  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #JembatanPulauBalang  https://t.co/wpG5YVhhRL lewat @tribunkaltim",Tue Jun 27 07:43:19 +0000 2023,PUPR Mulai Bangun Jembatan Balikpapan  PPU Akses ke IKN Nusantara Duplikasi Jembatan Pulang Balang           lewat 
2871,"Bantah Ekspor Pasir Laut demi Investasi Singapura di IKN Nusantara, Luhut: Sedimen yang Digunakan  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #investasi #eksporpasirlaut #pasirlaut  https://t.co/0OxxURqIAf lewat @tribunkaltim",Sun Jun 25 14:41:31 +0000 2023,Bantah Ekspor Pasir Laut demi Investasi Singapura di IKN Nusantara Luhut Sedimen yang Digunakan             lewat 
2872,"Soal Kritik TKA di IKN Nusantara, Luhut: Orang Tidak Melihat Kenyataannya, Mereka Kerja Lebih Cepat  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #Luhut  https://t.co/ifyC1a5nnu lewat @tribunkaltim",Fri Jun 23 23:39:00 +0000 2023,Soal Kritik TKA di IKN Nusantara Luhut Orang Tidak Melihat Kenyataannya Mereka Kerja Lebih Cepat           lewat 
2873,"Soal Kritik TKA di IKN Nusantara, Luhut: Orang Tidak Melihat Kenyataannya, Mereka Kerja Lebih Cepat  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #Luhut  https://t.co/ifyC1a5Vd2 lewat @tribunkaltim",Fri Jun 23 12:52:39 +0000 2023,Soal Kritik TKA di IKN Nusantara Luhut Orang Tidak Melihat Kenyataannya Mereka Kerja Lebih Cepat           lewat 
2874,"Bakal Banyak Datang ke Kaltim, Pertama Kalinya Bangun Hotel di IKN Nusantara oleh Vasanta   https://t.co/8QMdSEgZew lewat @tribunkaltim   #IKNnusantara #Balikpapan #IbuKotaNusantara #IbuKotaBaru #ForestCity #KalimantanTimur #IbuKotaNegara #hotel",Fri Jun 23 03:11:24 +0000 2023,Bakal Banyak Datang ke Kaltim Pertama Kalinya Bangun Hotel di IKN Nusantara oleh Vasanta    lewat           
2875,"Jokowi Setuju TKA di IKN Nusantara, Kritik DPR: Miris, Anggaran Besar tapi Pakai Tenaga Kerja Asing  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #TKA #TenagaKerjaAsing  https://t.co/nutJIIzJD3 lewat @tribunkaltim",Thu Jun 22 12:39:00 +0000 2023,Jokowi Setuju TKA di IKN Nusantara Kritik DPR Miris Anggaran Besar tapi Pakai Tenaga Kerja Asing            lewat 
2876,"Jokowi Setuju TKA di IKN Nusantara, Kritik DPR: Miris, Anggaran Besar tapi Pakai Tenaga Kerja Asing  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #TKA #TenagaKerjaAsing  https://t.co/nutJIIAhsB lewat @tribunkaltim",Thu Jun 22 10:07:01 +0000 2023,Jokowi Setuju TKA di IKN Nusantara Kritik DPR Miris Anggaran Besar tapi Pakai Tenaga Kerja Asing            lewat 
2877,Perlukah Satgas Percepatan Perolehan Tanah dan Investasi IKN Nusantara? Ekonom: Ada Badan Otorita  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #investasi  https://t.co/aSNN3ZaleY lewat @tribunkaltim,Wed Jun 21 23:39:00 +0000 2023,Perlukah Satgas Percepatan Perolehan Tanah dan Investasi IKN Nusantara Ekonom Ada Badan Otorita           lewat 
2878,"Prediksi Pengamat Sosok Pj Gubernur Kaltim, Singgung Kepentingan Pusat Keberlangsungan IKN Nusantara  #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #PjGubernurKaltim #IsranNoor  https://t.co/G9dvyyOzJ8 lewat @tribunkaltim",Tue Jun 20 09:05:09 +0000 2023,Prediksi Pengamat Sosok Pj Gubernur Kaltim Singgung Kepentingan Pusat Keberlangsungan IKN Nusantara          lewat 
2879,"Yuk, cari tahu tentang pembebasan bea masuk atas barang modal dan bahan baku impor ke IKN dalam infografis DDTCNews berikut ini https://t.co/Bmef3CjU43  #infografisperpajakan #perpajakan #infografik #infografikperpajakan #beamasuk #ibukotanusantara #IKN #insentiffiskal",Tue Jun 20 06:36:57 +0000 2023,Yuk cari tahu tentang pembebasan bea masuk atas barang modal dan bahan baku impor ke IKN dalam infografis DDTCNews berikut ini          
2880,"5 Fakta SD Inpres yang Dapat Penghargaan UNESCO, Viral Pasca Jokowi Bandingkan dengan IKN Nusantara  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #SDInpres #Jokowi  https://t.co/kVCAk9BqQd lewat @tribunkaltim",Sat Jun 17 23:39:00 +0000 2023,5 Fakta SD Inpres yang Dapat Penghargaan UNESCO Viral Pasca Jokowi Bandingkan dengan IKN Nusantara          lewat 
2881,"5 Fakta SD Inpres yang Dapat Penghargaan UNESCO, Viral Pasca Jokowi Bandingkan dengan IKN Nusantara  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #SDInpres #Jokowi  https://t.co/kVCAk9BYFL lewat @tribunkaltim",Sat Jun 17 10:45:02 +0000 2023,5 Fakta SD Inpres yang Dapat Penghargaan UNESCO Viral Pasca Jokowi Bandingkan dengan IKN Nusantara          lewat 
2882,Apa Itu SD Inpres? Jadi Trending setelah Presiden Jokowi Bandingkan dengan Pembangunan IKN Nusantara  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #SDInpres  https://t.co/iISFwBAmQz lewat @tribunkaltim,Fri Jun 16 23:39:00 +0000 2023,Apa Itu SD Inpres Jadi Trending setelah Presiden Jokowi Bandingkan dengan Pembangunan IKN Nusantara           lewat 
2883,Apa Itu SD Inpres? Jadi Trending setelah Presiden Jokowi Bandingkan dengan Pembangunan IKN Nusantara  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #SDInpres  https://t.co/iISFwBAUG7 lewat @tribunkaltim,Fri Jun 16 16:39:55 +0000 2023,Apa Itu SD Inpres Jadi Trending setelah Presiden Jokowi Bandingkan dengan Pembangunan IKN Nusantara           lewat 
2884,".@KemenkesRI memastikan kawasan Ibu Kota Nusantara (IKN) bebas dari kasus malaria. Untuk mencegah munculnya kasus malaria, Kemenkes RI telah memberi bantuan berupa obat dan alat tes malaria bagi para pekerja di IKN.  #kasusmalaria #ikn #ibukotanusantara https://t.co/fuyMisLu6I",Fri Jun 16 07:05:54 +0000 2023, memastikan kawasan Ibu Kota Nusantara IKN bebas dari kasus malaria Untuk mencegah munculnya kasus malaria Kemenkes RI telah memberi bantuan berupa obat dan alat tes malaria bagi para pekerja di IKN     
2885,"Lahan Milik Warga Dihargai Terlalu Rendah, DPRD sebut Masyarakat Tambah Sengsara Ada IKN Nusantara  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #Sepaku #gantirugilahanIKN  https://t.co/VMWVRcx9di lewat @tribunkaltim",Thu Jun 15 14:46:02 +0000 2023,Lahan Milik Warga Dihargai Terlalu Rendah DPRD sebut Masyarakat Tambah Sengsara Ada IKN Nusantara            lewat 
2886,"Luhut Ungkap Alasan Gunakan Tenaga Kerja Asing di Proyek IKN Nusantara, Minta Lihat Sisi Positifnya  #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #Luhut #TKA  https://t.co/krondMUoq2 lewat @tribunkaltim",Tue Jun 13 23:39:00 +0000 2023,Luhut Ungkap Alasan Gunakan Tenaga Kerja Asing di Proyek IKN Nusantara Minta Lihat Sisi Positifnya          lewat 
2887,Cek infografis terbaru DDTCNews berikut ini yang akan membahas seputar fasilitas pengurangan PPh PHTB di IKN.  Cek selengkapnya di sini https://t.co/YUSowlRI5O  #infografis #infografispajak #infografik #infografikpajak #pajak #PPhPHTB #insentifpajak #IKN #ibukotanusantara,Tue Jun 13 10:41:21 +0000 2023,Cek infografis terbaru DDTCNews berikut ini yang akan membahas seputar fasilitas pengurangan PPh PHTB di IKN  Cek selengkapnya di sini           
2888,"Luhut Ungkap Alasan Gunakan Tenaga Kerja Asing di Proyek IKN Nusantara, Minta Lihat Sisi Positifnya  #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #Luhut #TKA  https://t.co/krondMUWfA lewat @tribunkaltim",Tue Jun 13 08:47:01 +0000 2023,Luhut Ungkap Alasan Gunakan Tenaga Kerja Asing di Proyek IKN Nusantara Minta Lihat Sisi Positifnya          lewat 
2889,"Ekspor Pasir Laut Disebut Demi Muluskan Investasi Singapura di IKN Nusantara, Penjelasan Menteri KKP  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #investasi #eksporpasirlaut  https://t.co/LHcwzj3HhE lewat @tribunkaltim",Mon Jun 12 23:39:00 +0000 2023,Ekspor Pasir Laut Disebut Demi Muluskan Investasi Singapura di IKN Nusantara Penjelasan Menteri KKP            lewat 
2890,"Ekspor Pasir Laut Disebut Demi Muluskan Investasi Singapura di IKN Nusantara, Penjelasan Menteri KKP  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #investasi #eksporpasirlaut  https://t.co/LHcwzj39s6 lewat @tribunkaltim",Mon Jun 12 14:22:38 +0000 2023,Ekspor Pasir Laut Disebut Demi Muluskan Investasi Singapura di IKN Nusantara Penjelasan Menteri KKP            lewat 
2891,"Pemerintah akan mulai memobilisasi aparatur sipil negara (ASN), anggota Polri, dan prajurit TNI ke Ibu Kota Nusantara pada 2024.  #kementerianpanrb #ibukotanusantara #IKN #ASN #PNS #aparatursipilnegara #nasional  https://t.co/4SbpE7w6RM",Mon Jun 12 03:51:24 +0000 2023,Pemerintah akan mulai memobilisasi aparatur sipil negara ASN anggota Polri dan prajurit TNI ke Ibu Kota Nusantara pada 2024          
2892,"Daftar Fasilitas untuk ASN yang akan Pindah ke IKN Nusantara Kaltim, MenpanRB: agar Nyaman Bekerja  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #ASNpindahIKNNusantara  https://t.co/WbiigfO3Y7 lewat @tribunkaltim",Sun Jun 11 23:39:00 +0000 2023,Daftar Fasilitas untuk ASN yang akan Pindah ke IKN Nusantara Kaltim MenpanRB agar Nyaman Bekerja           lewat 
2893,"Jokowi Izinkan Tenaga Kerja Asing Jadi Pengawas Pembangunan IKN Nusantara, Alasan Luhut Pakai Bule  #Jokowi #Luhut #TKA #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur  https://t.co/uaN77bPkzd lewat @tribunkaltim",Sat Jun 10 08:39:00 +0000 2023,Jokowi Izinkan Tenaga Kerja Asing Jadi Pengawas Pembangunan IKN Nusantara Alasan Luhut Pakai Bule             lewat 
2894,"Jokowi Izinkan Tenaga Kerja Asing Jadi Pengawas Pembangunan IKN Nusantara, Alasan Luhut Pakai Bule  #Jokowi #Luhut #TKA #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur  https://t.co/uaN77bPSoL lewat @tribunkaltim",Sat Jun 10 02:39:06 +0000 2023,Jokowi Izinkan Tenaga Kerja Asing Jadi Pengawas Pembangunan IKN Nusantara Alasan Luhut Pakai Bule             lewat 
2895,"Diberi Pakan oleh Pengendara, Primata Sekitar IKN Ketergantungan Manusia #bekantan #beruk #bksdakaltim #IbuKotaNusantara #larangberimakansatwa #monyetekorpanjang #primata #sampahplastik #satwaliar  https://t.co/PChvn6b1gH https://t.co/IqF3BW2onW",Fri Jun 09 10:22:53 +0000 2023,Diberi Pakan oleh Pengendara Primata Sekitar IKN Ketergantungan Manusia            
2896,Otorita IKN Kantongi Komitmen Investasi Dari Lima Negara Tahun Ini  Berita selengkapnya di https://t.co/h15hHzhW2m #sfconsulting #sfgroup #pajakuntukkita #ibukotanusantara #kanwilbeacukai #konsultan #pajak #legal #customs #transferpricing #compliance https://t.co/ajU2yIRQXW,Fri Jun 09 06:06:18 +0000 2023,Otorita IKN Kantongi Komitmen Investasi Dari Lima Negara Tahun Ini  Berita selengkapnya di             
2897,"Lengkap Pidato Jokowi Bahasa Inggris di Singapura Promosi IKN Nusantara, Guyon Salah Pidato Pilpres  #IKN #IKNNusantara #IbuKotaNegara #IbuKotaNusantara #Kaltim #KalimantanTimur #investasiIKN #Singapura  https://t.co/1nOwRlF7js lewat @tribunkaltim",Thu Jun 08 10:39:00 +0000 2023,Lengkap Pidato Jokowi Bahasa Inggris di Singapura Promosi IKN Nusantara Guyon Salah Pidato Pilpres            lewat 
2898,Presiden Jokowi: â€œThis is A Golden Opportunityâ€  Berita selengkapnya di https://t.co/h15hHzhW2m #sfconsulting #sfgroup #pajakuntukkita #ibukotanusantara #kanwilbeacukai #konsultan #pajak #legal #customs #transferpricing #compliance https://t.co/a4AZZ8qFIa,Thu Jun 08 02:54:34 +0000 2023,Presiden Jokowi â€œThis is A Golden Opportunityâ€  Berita selengkapnya di             
2899,#IbuKotaNusantara #InvestorSingapura #iknnusantara #JokoWidodo  Jokowi Ajak Pengusaha Singapura Investasi di IKN: This is A Golden Opportunity https://t.co/dm3q5A2UNP,Thu Jun 08 01:34:32 +0000 2023,     Jokowi Ajak Pengusaha Singapura Investasi di IKN This is A Golden Opportunity 
