full_text,username,cleaned,case_fold,token,stop,stemmed
Semakin terlihat nyata pembangunan IKN Nusantara Maju terus Indonesia ku #ikn #nusantara #ibukotabaru #fyp #viral https://t.co/8Aj07apMzE,agara_dika,Semakin terlihat nyata pembangunan IKN Nusantara Maju terus Indonesia ku      ,semakin terlihat nyata pembangunan ikn nusantara maju terus indonesia ku,"['semakin', 'terlihat', 'nyata', 'pembangunan', 'ikn', 'nusantara', 'maju', 'terus', 'indonesia', 'ku']","['semakin', 'terlihat', 'nyata', 'pembangunan', 'ikn', 'nusantara', 'maju', 'terus', 'indonesia', 'ku']","['makin', 'lihat', 'nyata', 'bangun', 'ikn', 'nusantara', 'maju', 'terus', 'indonesia', 'ku']"
MMSGI Dukung OIKN Dalam Reforestasi Nusantara Sumber : https://t.co/XUu2vXyxTj #ikn #ibukotabaru #sepaku #penajam #ppu #samarinda #balikpapan #kaltim #indonesia #ibukotanegara #nusantara https://t.co/vHBXGBsBSy,EGosip8181,MMSGI Dukung OIKN Dalam Reforestasi Nusantara Sumber              ,mmsgi dukung oikn dalam reforestasi nusantara sumber,"['mmsgi', 'dukung', 'oikn', 'dalam', 'reforestasi', 'nusantara', 'sumber']","['mmsgi', 'dukung', 'oikn', 'reforestasi', 'nusantara', 'sumber']","['mmsgi', 'dukung', 'oikn', 'reforestasi', 'nusantara', 'sumber']"
Kunjungan Presiden Jokowi melihat proses pembangunan IKN #ikn #jokowi #ibukotabaru #nusantara #viral #fypシviral https://t.co/q2ffVNtQs5,agara_dika,Kunjungan Presiden Jokowi melihat proses pembangunan IKN       ,kunjungan presiden jokowi melihat proses pembangunan ikn,"['kunjungan', 'presiden', 'jokowi', 'melihat', 'proses', 'pembangunan', 'ikn']","['kunjungan', 'presiden', 'jokowi', 'melihat', 'proses', 'pembangunan', 'ikn']","['kunjung', 'presiden', 'jokowi', 'lihat', 'proses', 'bangun', 'ikn']"
@Indosiar @jicomfest Mari mendukung perwujudan IKN kita! #IKN #Ibukota #Ibukotabaru #IbuKotaNegara #IbuKotaNegaraNusantara #dukungiknjokowi,WMandalaka,  Mari mendukung perwujudan IKN kita      ,mari mendukung perwujudan ikn kita,"['mari', 'mendukung', 'perwujudan', 'ikn', 'kita']","['mendukung', 'perwujudan', 'ikn']","['dukung', 'wujud', 'ikn']"
@ciluqba_ semoga kedepannya diperbaiki sih perosalan #IKNsusahsinyal karena ini juga ibukotabaru pasti akan banyak orang yang akan ke IKN,sambatajaaa, semoga kedepannya diperbaiki sih perosalan  karena ini juga ibukotabaru pasti akan banyak orang yang akan ke IKN,semoga kedepannya diperbaiki sih perosalan  karena ini juga ibukotabaru pasti akan banyak orang yang akan ke ikn,"['semoga', 'kedepannya', 'diperbaiki', 'sih', 'perosalan', 'karena', 'ini', 'juga', 'ibukotabaru', 'pasti', 'akan', 'banyak', 'orang', 'yang', 'akan', 'ke', 'ikn']","['semoga', 'kedepannya', 'diperbaiki', 'sih', 'perosalan', 'ibukotabaru', 'banyak', 'orang', 'ikn']","['moga', 'depan', 'baik', 'sih', 'perosalan', 'ibukotabaru', 'banyak', 'orang', 'ikn']"
#sadamantra CaciMaki DisenyuminAja Doni Monardo Galaxy S23 FE ganjar mahfud satset ganjar p3nerus jokowi Ganjar T3ruskan IKN gpmmd 4donggala gpmmd 4palu GTA 6 GTA VI Haliburton Haul Guru Ibu Hamil Ibu Kota Nusantara ibukotabaru solusimasadepan Indonesia Lebih Baik Jacksonville,diRompok, CaciMaki DisenyuminAja Doni Monardo Galaxy S23 FE ganjar mahfud satset ganjar p3nerus jokowi Ganjar T3ruskan IKN gpmmd 4donggala gpmmd 4palu GTA 6 GTA VI Haliburton Haul Guru Ibu Hamil Ibu Kota Nusantara ibukotabaru solusimasadepan Indonesia Lebih Baik Jacksonville,cacimaki disenyuminaja doni monardo galaxy s fe ganjar mahfud satset ganjar pnerus jokowi ganjar truskan ikn gpmmd donggala gpmmd palu gta  gta vi haliburton haul guru ibu hamil ibu kota nusantara ibukotabaru solusimasadepan indonesia lebih baik jacksonville,"['cacimaki', 'disenyuminaja', 'doni', 'monardo', 'galaxy', 's', 'fe', 'ganjar', 'mahfud', 'satset', 'ganjar', 'pnerus', 'jokowi', 'ganjar', 'truskan', 'ikn', 'gpmmd', 'donggala', 'gpmmd', 'palu', 'gta', 'gta', 'vi', 'haliburton', 'haul', 'guru', 'ibu', 'hamil', 'ibu', 'kota', 'nusantara', 'ibukotabaru', 'solusimasadepan', 'indonesia', 'lebih', 'baik', 'jacksonville']","['cacimaki', 'disenyuminaja', 'doni', 'monardo', 'galaxy', 's', 'fe', 'ganjar', 'mahfud', 'satset', 'ganjar', 'pnerus', 'jokowi', 'ganjar', 'truskan', 'ikn', 'gpmmd', 'donggala', 'gpmmd', 'palu', 'gta', 'gta', 'vi', 'haliburton', 'haul', 'guru', 'ibu', 'hamil', 'ibu', 'kota', 'nusantara', 'ibukotabaru', 'solusimasadepan', 'indonesia', 'lebih', 'baik', 'jacksonville']","['cacimaki', 'disenyuminaja', 'doni', 'monardo', 'galaxy', 's', 'fe', 'ganjar', 'mahfud', 'satset', 'ganjar', 'pnerus', 'jokowi', 'ganjar', 'truskan', 'ikn', 'gpmmd', 'donggala', 'gpmmd', 'palu', 'gta', 'gta', 'vi', 'haliburton', 'haul', 'guru', 'ibu', 'hamil', 'ibu', 'kota', 'nusantara', 'ibukotabaru', 'solusimasadepan', 'indonesia', 'lebih', 'baik', 'jacksonville']"
IbukotaBaru SolusiMasaDepan pertanyaanya adlh solusi dlm hal apa? Solusi dlm hal menghabiskan anggaran negara secara sia². Sbgmana food estate krn tdk ada perencanaan matang dan strategi yg mjd goal dan achievement diinginkannya. Ini lbh ke ambisi dan pencitraan seorang presiden,freethink32,IbukotaBaru SolusiMasaDepan pertanyaanya adlh solusi dlm hal apa Solusi dlm hal menghabiskan anggaran negara secara sia² Sbgmana food estate krn tdk ada perencanaan matang dan strategi yg mjd goal dan achievement diinginkannya Ini lbh ke ambisi dan pencitraan seorang presiden,ibukotabaru solusimasadepan pertanyaanya adlh solusi dlm hal apa solusi dlm hal menghabiskan anggaran negara secara sia² sbgmana food estate krn tdk ada perencanaan matang dan strategi yg mjd goal dan achievement diinginkannya ini lbh ke ambisi dan pencitraan seorang presiden,"['ibukotabaru', 'solusimasadepan', 'pertanyaanya', 'adlh', 'solusi', 'dlm', 'hal', 'apa', 'solusi', 'dlm', 'hal', 'menghabiskan', 'anggaran', 'negara', 'secara', 'sia²', 'sbgmana', 'food', 'estate', 'krn', 'tdk', 'ada', 'perencanaan', 'matang', 'dan', 'strategi', 'yg', 'mjd', 'goal', 'dan', 'achievement', 'diinginkannya', 'ini', 'lbh', 'ke', 'ambisi', 'dan', 'pencitraan', 'seorang', 'presiden']","['ibukotabaru', 'solusimasadepan', 'pertanyaanya', 'adlh', 'solusi', 'dlm', 'apa', 'solusi', 'dlm', 'menghabiskan', 'anggaran', 'negara', 'sia²', 'sbgmana', 'food', 'estate', 'krn', 'tdk', 'perencanaan', 'matang', 'strategi', 'yg', 'mjd', 'goal', 'achievement', 'diinginkannya', 'lbh', 'ambisi', 'pencitraan', 'seorang', 'presiden']","['ibukotabaru', 'solusimasadepan', 'pertanyaanya', 'adlh', 'solusi', 'dlm', 'apa', 'solusi', 'dlm', 'habis', 'anggar', 'negara', 'sia', 'sbgmana', 'food', 'estate', 'krn', 'tdk', 'rencana', 'matang', 'strategi', 'yg', 'mjd', 'goal', 'achievement', 'ingin', 'lbh', 'ambisi', 'citra', 'orang', 'presiden']"
 semoga beliau ditempatkan istimewa disisinya #Ekonomi #EkonomiIndonesia #AmanatNasional #INK #IbuKotaBaru #IndonesiaBisa #BlueZone @Official_PAN @ZUL_Hasan https://t.co/EWTjg10AXJ,bluezone_id, semoga beliau ditempatkan istimewa disisinya          ,semoga beliau ditempatkan istimewa disisinya,"['semoga', 'beliau', 'ditempatkan', 'istimewa', 'disisinya']","['semoga', 'beliau', 'ditempatkan', 'istimewa', 'disisinya']","['moga', 'beliau', 'tempat', 'istimewa', 'sis']"
@lolipowpy bener banget dong #IKNSolusiMasaDepan IbukotaBaru SolusiMasaDepan,ghostfighter__, bener banget dong  IbukotaBaru SolusiMasaDepan,bener banget dong  ibukotabaru solusimasadepan,"['bener', 'banget', 'dong', 'ibukotabaru', 'solusimasadepan']","['bener', 'banget', 'dong', 'ibukotabaru', 'solusimasadepan']","['bener', 'banget', 'dong', 'ibukotabaru', 'solusimasadepan']"
@fwzrizky Wah bener nih #IKNSolusiMasaDepan IbukotaBaru SolusiMasaDepan,ghostfighter__, Wah bener nih  IbukotaBaru SolusiMasaDepan,wah bener nih  ibukotabaru solusimasadepan,"['wah', 'bener', 'nih', 'ibukotabaru', 'solusimasadepan']","['wah', 'bener', 'nih', 'ibukotabaru', 'solusimasadepan']","['wah', 'bener', 'nih', 'ibukotabaru', 'solusimasadepan']"
Keputusan untuk memindahkan ibukota adalah langkah besar dan kompleks dengan dampak jangka panjang tentunya hal tersebut telah direncakan dengan matang! #IKNSolusiMasaDepan IbukotaBaru SolusiMasaDepan https://t.co/oahyCm90Co,momogyii,Keputusan untuk memindahkan ibukota adalah langkah besar dan kompleks dengan dampak jangka panjang tentunya hal tersebut telah direncakan dengan matang  IbukotaBaru SolusiMasaDepan ,keputusan untuk memindahkan ibukota adalah langkah besar dan kompleks dengan dampak jangka panjang tentunya hal tersebut telah direncakan dengan matang  ibukotabaru solusimasadepan,"['keputusan', 'untuk', 'memindahkan', 'ibukota', 'adalah', 'langkah', 'besar', 'dan', 'kompleks', 'dengan', 'dampak', 'jangka', 'panjang', 'tentunya', 'hal', 'tersebut', 'telah', 'direncakan', 'dengan', 'matang', 'ibukotabaru', 'solusimasadepan']","['keputusan', 'memindahkan', 'ibukota', 'langkah', 'besar', 'kompleks', 'dampak', 'jangka', 'panjang', 'tentunya', 'tersebut', 'direncakan', 'matang', 'ibukotabaru', 'solusimasadepan']","['putus', 'pindah', 'ibukota', 'langkah', 'besar', 'kompleks', 'dampak', 'jangka', 'panjang', 'tentu', 'sebut', 'rencak', 'matang', 'ibukotabaru', 'solusimasadepan']"
@hazzzelnude Yg ga setuju...ga pernah belajar sejarah #IKNSolusiMasaDepan IbukotaBaru SolusiMasaDepan,Syerin273, Yg ga setujuga pernah belajar sejarah  IbukotaBaru SolusiMasaDepan,yg ga setujuga pernah belajar sejarah  ibukotabaru solusimasadepan,"['yg', 'ga', 'setujuga', 'pernah', 'belajar', 'sejarah', 'ibukotabaru', 'solusimasadepan']","['yg', 'ga', 'setujuga', 'pernah', 'belajar', 'sejarah', 'ibukotabaru', 'solusimasadepan']","['yg', 'ga', 'setujuga', 'pernah', 'ajar', 'sejarah', 'ibukotabaru', 'solusimasadepan']"
@strwbrymatchaaa Aq dukung pemerataan Indonesia #IKNSolusiMasaDepan IbukotaBaru SolusiMasaDepan,nitabaw3l, Aq dukung pemerataan Indonesia  IbukotaBaru SolusiMasaDepan,aq dukung pemerataan indonesia  ibukotabaru solusimasadepan,"['aq', 'dukung', 'pemerataan', 'indonesia', 'ibukotabaru', 'solusimasadepan']","['aq', 'dukung', 'pemerataan', 'indonesia', 'ibukotabaru', 'solusimasadepan']","['aq', 'dukung', 'perata', 'indonesia', 'ibukotabaru', 'solusimasadepan']"
@fwzrizky dipikir2 emang ibukota harusnya pindah sih karena di jakarta populasinya udah terlalu banyak jadi solusinya ya ibukota pindah di Kalimantan itu aku setuju #IKNSolusiMasaDepan IbukotaBaru SolusiMasaDepan,momogyii, dipikir2 emang ibukota harusnya pindah sih karena di jakarta populasinya udah terlalu banyak jadi solusinya ya ibukota pindah di Kalimantan itu aku setuju  IbukotaBaru SolusiMasaDepan,dipikir emang ibukota harusnya pindah sih karena di jakarta populasinya udah terlalu banyak jadi solusinya ya ibukota pindah di kalimantan itu aku setuju  ibukotabaru solusimasadepan,"['dipikir', 'emang', 'ibukota', 'harusnya', 'pindah', 'sih', 'karena', 'di', 'jakarta', 'populasinya', 'udah', 'terlalu', 'banyak', 'jadi', 'solusinya', 'ya', 'ibukota', 'pindah', 'di', 'kalimantan', 'itu', 'aku', 'setuju', 'ibukotabaru', 'solusimasadepan']","['dipikir', 'emang', 'ibukota', 'harusnya', 'pindah', 'sih', 'jakarta', 'populasinya', 'udah', 'terlalu', 'banyak', 'jadi', 'solusinya', 'ibukota', 'pindah', 'kalimantan', 'aku', 'setuju', 'ibukotabaru', 'solusimasadepan']","['pikir', 'emang', 'ibukota', 'harus', 'pindah', 'sih', 'jakarta', 'populasi', 'udah', 'terlalu', 'banyak', 'jadi', 'solusi', 'ibukota', 'pindah', 'kalimantan', 'aku', 'tuju', 'ibukotabaru', 'solusimasadepan']"
@Sekjebn Demi kebaikan bersama gpp kan dipindah #IKNSolusiMasaDepan IbukotaBaru SolusiMasaDepan,ditayyo, Demi kebaikan bersama gpp kan dipindah  IbukotaBaru SolusiMasaDepan,demi kebaikan bersama gpp kan dipindah  ibukotabaru solusimasadepan,"['demi', 'kebaikan', 'bersama', 'gpp', 'kan', 'dipindah', 'ibukotabaru', 'solusimasadepan']","['kebaikan', 'bersama', 'gpp', 'kan', 'dipindah', 'ibukotabaru', 'solusimasadepan']","['baik', 'sama', 'gpp', 'kan', 'pindah', 'ibukotabaru', 'solusimasadepan']"
Link Hari ini: https://t.co/zmdk6L1Km2 . GPMMD 4Palu 4Donggala Rakyat Jawa Barat #SiagaPangkalSelamat RakyatBenci YgsebarFitnah Ganjar Mahfud Bersama Saling Waspada #YangSejukYangMenang Makin MasBowogibran Milihnya IbukotaBaru SolusiMasaDepan 8AstaCita IndonesiaMaju https://t.co/hP0xIvNOLh,dewaslot389,Link Hari ini   GPMMD 4Palu 4Donggala Rakyat Jawa Barat  RakyatBenci YgsebarFitnah Ganjar Mahfud Bersama Saling Waspada  Makin MasBowogibran Milihnya IbukotaBaru SolusiMasaDepan 8AstaCita IndonesiaMaju ,link hari ini   gpmmd palu donggala rakyat jawa barat  rakyatbenci ygsebarfitnah ganjar mahfud bersama saling waspada  makin masbowogibran milihnya ibukotabaru solusimasadepan astacita indonesiamaju,"['link', 'hari', 'ini', 'gpmmd', 'palu', 'donggala', 'rakyat', 'jawa', 'barat', 'rakyatbenci', 'ygsebarfitnah', 'ganjar', 'mahfud', 'bersama', 'saling', 'waspada', 'makin', 'masbowogibran', 'milihnya', 'ibukotabaru', 'solusimasadepan', 'astacita', 'indonesiamaju']","['link', 'hari', 'gpmmd', 'palu', 'donggala', 'rakyat', 'jawa', 'barat', 'rakyatbenci', 'ygsebarfitnah', 'ganjar', 'mahfud', 'bersama', 'saling', 'waspada', 'makin', 'masbowogibran', 'milihnya', 'ibukotabaru', 'solusimasadepan', 'astacita', 'indonesiamaju']","['link', 'hari', 'gpmmd', 'palu', 'donggala', 'rakyat', 'jawa', 'barat', 'rakyatbenci', 'ygsebarfitnah', 'ganjar', 'mahfud', 'sama', 'saling', 'waspada', 'makin', 'masbowogibran', 'milihnya', 'ibukotabaru', 'solusimasadepan', 'astacita', 'indonesiamaju']"
@Waudira @jokowi @prabowo Mengesankan melihat kesepakatan dari dua tokoh Pak @Jokowi dan Pak @Prabowo. Keputusan Ibu kota di IKN sejalan dengan visi masa depan yang telah dirancang sejak dulu #IKNSolusiMasaDepan IbukotaBaru SolusiMasaDepan,geaaninda23,   Mengesankan melihat kesepakatan dari dua tokoh Pak  dan Pak  Keputusan Ibu kota di IKN sejalan dengan visi masa depan yang telah dirancang sejak dulu  IbukotaBaru SolusiMasaDepan,mengesankan melihat kesepakatan dari dua tokoh pak  dan pak  keputusan ibu kota di ikn sejalan dengan visi masa depan yang telah dirancang sejak dulu  ibukotabaru solusimasadepan,"['mengesankan', 'melihat', 'kesepakatan', 'dari', 'dua', 'tokoh', 'pak', 'dan', 'pak', 'keputusan', 'ibu', 'kota', 'di', 'ikn', 'sejalan', 'dengan', 'visi', 'masa', 'depan', 'yang', 'telah', 'dirancang', 'sejak', 'dulu', 'ibukotabaru', 'solusimasadepan']","['mengesankan', 'melihat', 'kesepakatan', 'tokoh', 'pak', 'pak', 'keputusan', 'ibu', 'kota', 'ikn', 'sejalan', 'visi', 'masa', 'depan', 'dirancang', 'sejak', 'dulu', 'ibukotabaru', 'solusimasadepan']","['kesan', 'lihat', 'sepakat', 'tokoh', 'pak', 'pak', 'putus', 'ibu', 'kota', 'ikn', 'jalan', 'visi', 'masa', 'depan', 'rancang', 'sejak', 'dulu', 'ibukotabaru', 'solusimasadepan']"
@fairyssom solusi banget utk jadi ibu kota baru buat Indonesia dimana IKN sendri sangat bagus udara nya pun cukup sehat #IKNSolusiMasaDepan IbukotaBaru SolusiMasaDepan,DanangArsi, solusi banget utk jadi ibu kota baru buat Indonesia dimana IKN sendri sangat bagus udara nya pun cukup sehat  IbukotaBaru SolusiMasaDepan,solusi banget utk jadi ibu kota baru buat indonesia dimana ikn sendri sangat bagus udara nya pun cukup sehat  ibukotabaru solusimasadepan,"['solusi', 'banget', 'utk', 'jadi', 'ibu', 'kota', 'baru', 'buat', 'indonesia', 'dimana', 'ikn', 'sendri', 'sangat', 'bagus', 'udara', 'nya', 'pun', 'cukup', 'sehat', 'ibukotabaru', 'solusimasadepan']","['solusi', 'banget', 'utk', 'jadi', 'ibu', 'kota', 'baru', 'buat', 'indonesia', 'ikn', 'sendri', 'sangat', 'bagus', 'udara', 'nya', 'cukup', 'sehat', 'ibukotabaru', 'solusimasadepan']","['solusi', 'banget', 'utk', 'jadi', 'ibu', 'kota', 'baru', 'buat', 'indonesia', 'ikn', 'sendri', 'sangat', 'bagus', 'udara', 'nya', 'cukup', 'sehat', 'ibukotabaru', 'solusimasadepan']"
@cutebii_ Benar sekali! Keputusan untuk menjadikan IKN sebagai solusi masa depan Indonesia sudah menjadi visi sejak era Soekarno. Semoga langkah ini membawa kemajuan yang lebih besar #IKNSolusiMasaDepan IbukotaBaru SolusiMasaDepan,heanranayu, Benar sekali Keputusan untuk menjadikan IKN sebagai solusi masa depan Indonesia sudah menjadi visi sejak era Soekarno Semoga langkah ini membawa kemajuan yang lebih besar  IbukotaBaru SolusiMasaDepan,benar sekali keputusan untuk menjadikan ikn sebagai solusi masa depan indonesia sudah menjadi visi sejak era soekarno semoga langkah ini membawa kemajuan yang lebih besar  ibukotabaru solusimasadepan,"['benar', 'sekali', 'keputusan', 'untuk', 'menjadikan', 'ikn', 'sebagai', 'solusi', 'masa', 'depan', 'indonesia', 'sudah', 'menjadi', 'visi', 'sejak', 'era', 'soekarno', 'semoga', 'langkah', 'ini', 'membawa', 'kemajuan', 'yang', 'lebih', 'besar', 'ibukotabaru', 'solusimasadepan']","['benar', 'sekali', 'keputusan', 'menjadikan', 'ikn', 'solusi', 'masa', 'depan', 'indonesia', 'menjadi', 'visi', 'sejak', 'era', 'soekarno', 'semoga', 'langkah', 'membawa', 'kemajuan', 'lebih', 'besar', 'ibukotabaru', 'solusimasadepan']","['benar', 'sekali', 'putus', 'jadi', 'ikn', 'solusi', 'masa', 'depan', 'indonesia', 'jadi', 'visi', 'sejak', 'era', 'soekarno', 'moga', 'langkah', 'bawa', 'maju', 'lebih', 'besar', 'ibukotabaru', 'solusimasadepan']"
@mhmmdsairaji Iyaa betul banget tuh #IKNSolusiMasaDepan IbukotaBaru SolusiMasaDepan,Ditaaulia24, Iyaa betul banget tuh  IbukotaBaru SolusiMasaDepan,iyaa betul banget tuh  ibukotabaru solusimasadepan,"['iyaa', 'betul', 'banget', 'tuh', 'ibukotabaru', 'solusimasadepan']","['iyaa', 'betul', 'banget', 'tuh', 'ibukotabaru', 'solusimasadepan']","['iyaa', 'betul', 'banget', 'tuh', 'ibukotabaru', 'solusimasadepan']"
Jadi guys solusi buat masa depan yaa ini nih. IKN udh plg bener. https://t.co/1fbNXOgnQO #IKNSolusiMasaDepan IbukotaBaru SolusiMasaDepan,croiqsant,Jadi guys solusi buat masa depan yaa ini nih IKN udh plg bener   IbukotaBaru SolusiMasaDepan,jadi guys solusi buat masa depan yaa ini nih ikn udh plg bener   ibukotabaru solusimasadepan,"['jadi', 'guys', 'solusi', 'buat', 'masa', 'depan', 'yaa', 'ini', 'nih', 'ikn', 'udh', 'plg', 'bener', 'ibukotabaru', 'solusimasadepan']","['jadi', 'guys', 'solusi', 'buat', 'masa', 'depan', 'yaa', 'nih', 'ikn', 'udh', 'plg', 'bener', 'ibukotabaru', 'solusimasadepan']","['jadi', 'guys', 'solusi', 'buat', 'masa', 'depan', 'yaa', 'nih', 'ikn', 'udh', 'plg', 'bener', 'ibukotabaru', 'solusimasadepan']"
@Manalagg Jadi solusinya dukung #IKNSolusiMasaDepan IbukotaBaru SolusiMasaDepan,sayurlodehh____, Jadi solusinya dukung  IbukotaBaru SolusiMasaDepan,jadi solusinya dukung  ibukotabaru solusimasadepan,"['jadi', 'solusinya', 'dukung', 'ibukotabaru', 'solusimasadepan']","['jadi', 'solusinya', 'dukung', 'ibukotabaru', 'solusimasadepan']","['jadi', 'solusi', 'dukung', 'ibukotabaru', 'solusimasadepan']"
@Kdzaa_ Nahh benerkan #IKNSolusiMasaDepan IbukotaBaru SolusiMasaDepan,sayurlodehh____, Nahh benerkan  IbukotaBaru SolusiMasaDepan,nahh benerkan  ibukotabaru solusimasadepan,"['nahh', 'benerkan', 'ibukotabaru', 'solusimasadepan']","['nahh', 'benerkan', 'ibukotabaru', 'solusimasadepan']","['nahh', 'benerkan', 'ibukotabaru', 'solusimasadepan']"
@Maudy146146 Iyaa betul #IKNSolusiMasaDepan IbukotaBaru SolusiMasaDepan,sayurlodehh____, Iyaa betul  IbukotaBaru SolusiMasaDepan,iyaa betul  ibukotabaru solusimasadepan,"['iyaa', 'betul', 'ibukotabaru', 'solusimasadepan']","['iyaa', 'betul', 'ibukotabaru', 'solusimasadepan']","['iyaa', 'betul', 'ibukotabaru', 'solusimasadepan']"
@FendyArmaja Nahh jadi gimana nih #IKNSolusiMasaDepan IbukotaBaru SolusiMasaDepan,sayurlodehh____, Nahh jadi gimana nih  IbukotaBaru SolusiMasaDepan,nahh jadi gimana nih  ibukotabaru solusimasadepan,"['nahh', 'jadi', 'gimana', 'nih', 'ibukotabaru', 'solusimasadepan']","['nahh', 'jadi', 'gimana', 'nih', 'ibukotabaru', 'solusimasadepan']","['nahh', 'jadi', 'gimana', 'nih', 'ibukotabaru', 'solusimasadepan']"
@GisellaGini Iyaa mungkin ini solusinya #IKNSolusiMasaDepan IbukotaBaru SolusiMasaDepan,sayurlodehh____, Iyaa mungkin ini solusinya  IbukotaBaru SolusiMasaDepan,iyaa mungkin ini solusinya  ibukotabaru solusimasadepan,"['iyaa', 'mungkin', 'ini', 'solusinya', 'ibukotabaru', 'solusimasadepan']","['iyaa', 'mungkin', 'solusinya', 'ibukotabaru', 'solusimasadepan']","['iyaa', 'mungkin', 'solusi', 'ibukotabaru', 'solusimasadepan']"
@ghostfighter__ setuju aja sih klo ibukota pindah #IKNSolusiMasaDepan IbukotaBaru SolusiMasaDepan,nafian1010, setuju aja sih klo ibukota pindah  IbukotaBaru SolusiMasaDepan,setuju aja sih klo ibukota pindah  ibukotabaru solusimasadepan,"['setuju', 'aja', 'sih', 'klo', 'ibukota', 'pindah', 'ibukotabaru', 'solusimasadepan']","['setuju', 'aja', 'sih', 'klo', 'ibukota', 'pindah', 'ibukotabaru', 'solusimasadepan']","['tuju', 'aja', 'sih', 'klo', 'ibukota', 'pindah', 'ibukotabaru', 'solusimasadepan']"
@brownsgrboba Nahh iyaa kak #IKNSolusiMasaDepan IbukotaBaru SolusiMasaDepan,kiyowooou____, Nahh iyaa kak  IbukotaBaru SolusiMasaDepan,nahh iyaa kak  ibukotabaru solusimasadepan,"['nahh', 'iyaa', 'kak', 'ibukotabaru', 'solusimasadepan']","['nahh', 'iyaa', 'kak', 'ibukotabaru', 'solusimasadepan']","['nahh', 'iyaa', 'kak', 'ibukotabaru', 'solusimasadepan']"
@ghostfighter__ Setuju banget klo aku mah #IKNSolusiMasaDepan IbukotaBaru SolusiMasaDepan,ganaltenar, Setuju banget klo aku mah  IbukotaBaru SolusiMasaDepan,setuju banget klo aku mah  ibukotabaru solusimasadepan,"['setuju', 'banget', 'klo', 'aku', 'mah', 'ibukotabaru', 'solusimasadepan']","['setuju', 'banget', 'klo', 'aku', 'mah', 'ibukotabaru', 'solusimasadepan']","['tuju', 'banget', 'klo', 'aku', 'mah', 'ibukotabaru', 'solusimasadepan']"
@ghostfighter__ Setuju dong #IKNSolusiMasaDepan IbukotaBaru SolusiMasaDepan,kiyowooou____, Setuju dong  IbukotaBaru SolusiMasaDepan,setuju dong  ibukotabaru solusimasadepan,"['setuju', 'dong', 'ibukotabaru', 'solusimasadepan']","['setuju', 'dong', 'ibukotabaru', 'solusimasadepan']","['tuju', 'dong', 'ibukotabaru', 'solusimasadepan']"
@brownsgrboba solusi yang tapat sih menururtku #IKNSolusiMasaDepan IbukotaBaru SolusiMasaDepan,gembulll29, solusi yang tapat sih menururtku  IbukotaBaru SolusiMasaDepan,solusi yang tapat sih menururtku  ibukotabaru solusimasadepan,"['solusi', 'yang', 'tapat', 'sih', 'menururtku', 'ibukotabaru', 'solusimasadepan']","['solusi', 'tapat', 'sih', 'menururtku', 'ibukotabaru', 'solusimasadepan']","['solusi', 'tapat', 'sih', 'menururtku', 'ibukotabaru', 'solusimasadepan']"
@ghostfighter__ Gue sih setuju banget sama IKN IKN wajib dilanjutkan #IKNSolusiMasaDepan IbukotaBaru SolusiMasaDepan,Khale_teaa, Gue sih setuju banget sama IKN IKN wajib dilanjutkan  IbukotaBaru SolusiMasaDepan,gue sih setuju banget sama ikn ikn wajib dilanjutkan  ibukotabaru solusimasadepan,"['gue', 'sih', 'setuju', 'banget', 'sama', 'ikn', 'ikn', 'wajib', 'dilanjutkan', 'ibukotabaru', 'solusimasadepan']","['gue', 'sih', 'setuju', 'banget', 'sama', 'ikn', 'ikn', 'wajib', 'dilanjutkan', 'ibukotabaru', 'solusimasadepan']","['gue', 'sih', 'tuju', 'banget', 'sama', 'ikn', 'ikn', 'wajib', 'lanjut', 'ibukotabaru', 'solusimasadepan']"
@lolipowpy Setuju sekali #IKNSolusiMasaDepan IbukotaBaru SolusiMasaDepan,Kdzaa_, Setuju sekali  IbukotaBaru SolusiMasaDepan,setuju sekali  ibukotabaru solusimasadepan,"['setuju', 'sekali', 'ibukotabaru', 'solusimasadepan']","['setuju', 'sekali', 'ibukotabaru', 'solusimasadepan']","['tuju', 'sekali', 'ibukotabaru', 'solusimasadepan']"
@Sekjebn @lolipowpy #IKNSolusiMasaDepan IbukotaBaru SolusiMasaDepan setuju,Kdzaa_,   IbukotaBaru SolusiMasaDepan setuju,ibukotabaru solusimasadepan setuju,"['ibukotabaru', 'solusimasadepan', 'setuju']","['ibukotabaru', 'solusimasadepan', 'setuju']","['ibukotabaru', 'solusimasadepan', 'tuju']"
@hazzzelnude #IKNSolusiMasaDepan sangat setuju akuuu IbukotaBaru SolusiMasaDepan,gembulll29,  sangat setuju akuuu IbukotaBaru SolusiMasaDepan,sangat setuju akuuu ibukotabaru solusimasadepan,"['sangat', 'setuju', 'akuuu', 'ibukotabaru', 'solusimasadepan']","['sangat', 'setuju', 'akuuu', 'ibukotabaru', 'solusimasadepan']","['sangat', 'tuju', 'akuuu', 'ibukotabaru', 'solusimasadepan']"
